Date and Time,input_4,input_3,input_1
2020-04-06 14:28:00+02:00,17.157,13.76,10.812
2020-04-06 14:28:30+02:00,18.812,15.586,10.012
2020-04-06 14:29:00+02:00,16.215,12.343,10.212
2020-04-06 14:29:30+02:00,16.739,12.682,10.412
2020-04-06 14:30:00+02:00,16.238,12.754,10.412
2020-04-06 14:30:30+02:00,18.35,15.344,10.412
2020-04-06 14:31:00+02:00,17.01,12.857,10.212
2020-04-06 14:31:30+02:00,16.721,14.687,10.412
2020-04-06 14:32:00+02:00,19.781,15.062,10.412
2020-04-06 14:32:30+02:00,17.688,15.994,10.012
2020-04-06 14:33:00+02:00,18.456,12.886,10.412
2020-04-06 14:33:30+02:00,19.636,14.524,11.612
2020-04-06 14:34:00+02:00,18.17,14.36,12.212
2020-04-06 14:34:30+02:00,16.706,12.234,12.612
2020-04-06 14:35:00+02:00,19.866,15.058,11.812
2020-04-06 14:35:30+02:00,16.557,13.445,11.412
2020-04-06 14:36:00+02:00,18.884,13.115,11.012
2020-04-06 14:36:30+02:00,17.154,12.572,10.812
2020-04-06 14:37:00+02:00,16.033,13.846,11.212
2020-04-06 14:37:31+02:00,17.725,12.794,11.012
2020-04-06 14:38:01+02:00,18.417,13.696,10.612
2020-04-06 14:38:31+02:00,17.943,15.2,11.412
2020-04-06 14:39:01+02:00,17.017,12.22,12.012
2020-04-06 14:39:31+02:00,18.705,13.745,12.212
2020-04-06 14:40:01+02:00,19.076,12.846,12.212
2020-04-06 14:40:31+02:00,19.941,13.23,11.612
2020-04-06 14:41:01+02:00,16.859,14.791,11.012
2020-04-06 14:41:31+02:00,17.56,15.914,11.412
2020-04-06 14:42:01+02:00,19.689,14.651,11.212
2020-04-06 14:42:31+02:00,16.795,12.151,11.212
2020-04-06 14:43:01+02:00,18.216,14.422,11.812
2020-04-06 14:43:31+02:00,18.999,14.963,12.212
2020-04-06 14:44:01+02:00,17.66,12.455,12.212
2020-04-06 14:44:31+02:00,18.627,14.822,12.212
2020-04-06 14:45:01+02:00,17.876,14.388,12.212
2020-04-06 14:45:31+02:00,17.001,13.59,12.012
2020-04-06 14:46:01+02:00,19.283,14.337,11.212
2020-04-06 14:46:31+02:00,16.451,14.483,11.612
2020-04-06 14:47:01+02:00,18.794,14.716,10.612
2020-04-06 14:47:31+02:00,19.409,15.336,11.412
2020-04-06 14:48:01+02:00,17.393,14.131,11.212
2020-04-06 14:48:31+02:00,17.967,12.659,11.012
2020-04-06 14:49:01+02:00,17.534,12.218,11.212
2020-04-06 14:49:31+02:00,16.57,12.218,11.412
2020-04-06 14:50:01+02:00,19.231,12.797,11.212
2020-04-06 14:50:31+02:00,18.631,14.299,11.412
2020-04-06 14:51:01+02:00,18.919,15.224,12.212
2020-04-06 14:51:31+02:00,17.514,14.448,12.412
2020-04-06 14:52:02+02:00,18.969,15.601,12.412
2020-04-06 14:52:32+02:00,19.417,15.167,12.412
2020-04-06 14:53:02+02:00,16.046,12.021,11.412
2020-04-06 14:53:32+02:00,16.357,13.241,11.412
2020-04-06 14:54:02+02:00,19.981,14.485,11.212
2020-04-06 14:54:32+02:00,18.763,12.46,11.012
2020-04-06 14:55:02+02:00,18.844,14.739,11.612
2020-04-06 14:55:32+02:00,18.132,13.339,11.412
2020-04-06 14:56:02+02:00,19.939,15.037,10.812
2020-04-06 14:56:32+02:00,17.082,13.221,9.612
2020-04-06 14:57:02+02:00,17.546,14.325,10.012
2020-04-06 14:57:32+02:00,18.519,12.993,10.012
2020-04-06 14:58:02+02:00,17.667,13.85,9.612
2020-04-06 14:58:32+02:00,16.592,15.951,9.612
2020-04-06 14:59:02+02:00,18.534,14.221,9.612
2020-04-06 14:59:32+02:00,18.851,13.254,10.212
2020-04-06 15:00:02+02:00,18.865,15.155,10.812
2020-04-06 15:00:32+02:00,19.662,14.04,11.012
2020-04-06 15:01:02+02:00,18.831,14.936,11.212
2020-04-06 15:01:32+02:00,17.401,15.662,10.412
2020-04-06 15:02:02+02:00,18.419,13.405,9.812
2020-04-06 15:02:32+02:00,16.693,15.831,9.812
2020-04-06 15:03:02+02:00,16.762,12.055,10.012
2020-04-06 15:03:32+02:00,18.486,15.974,10.212
2020-04-06 15:04:02+02:00,18.417,13.327,9.612
2020-04-06 15:04:32+02:00,17.355,14.272,9.012
2020-04-06 15:05:02+02:00,18.983,14.395,9.012
2020-04-06 15:05:32+02:00,17.947,13.452,8.412
2020-04-06 15:06:02+02:00,17.123,14.587,8.212
2020-04-06 15:06:33+02:00,18.195,14.465,9.012
2020-04-06 15:07:03+02:00,19.278,14.388,9.012
2020-04-06 15:07:33+02:00,18.592,14.437,8.212
2020-04-06 15:08:03+02:00,17.848,15.236,8.412
2020-04-06 15:08:33+02:00,16.929,14.238,7.612
2020-04-06 15:09:03+02:00,16.84,13.044,7.212
2020-04-06 15:09:33+02:00,18.168,13.475,7.212
2020-04-06 15:10:03+02:00,16.204,12.861,6.412
2020-04-06 15:10:33+02:00,18.197,14.793,6.012
2020-04-06 15:11:03+02:00,19.113,14.082,5.212
2020-04-06 15:11:33+02:00,18.37,13.365,5.012
2020-04-06 15:12:04+02:00,17.537,12.137,4.112
2020-04-06 15:12:34+02:00,19.563,13.245,4.512
2020-04-06 15:13:04+02:00,17.077,12.884,4.712
2020-04-06 15:13:34+02:00,19.161,15.631,4.312
2020-04-06 15:14:04+02:00,18.962,14.141,4.312
2020-04-06 15:14:34+02:00,19.267,12.405,4.912
2020-04-06 15:15:04+02:00,19.679,14.443,5.712
2020-04-06 15:15:34+02:00,17.656,14.885,5.312
2020-04-06 15:16:04+02:00,16.291,13.777,3.912
2020-04-06 15:16:34+02:00,19.019,15.78,4.312
2020-04-06 15:17:04+02:00,18.612,15.758,3.912
2020-04-06 15:17:34+02:00,16.096,12.21,4.712
2020-04-06 15:18:04+02:00,18.067,13.227,4.912
2020-04-06 15:18:34+02:00,17.978,12.436,5.312
2020-04-06 15:19:04+02:00,18.283,14.258,5.112
2020-04-06 15:19:34+02:00,16.064,12.693,4.912
2020-04-06 15:20:04+02:00,18.447,13.405,5.712
2020-04-06 15:20:34+02:00,16.711,14.442,6.912
2020-04-06 15:21:05+02:00,17.662,15.751,7.312
2020-04-06 15:21:35+02:00,17.32,14.382,7.312
2020-04-06 15:22:05+02:00,17.219,12.307,7.112
2020-04-06 15:22:35+02:00,16.891,15.304,7.512
2020-04-06 15:23:05+02:00,16.267,14.591,7.312
2020-04-06 15:23:35+02:00,17.612,15.563,8.112
2020-04-06 15:24:05+02:00,16.093,14.946,9.512
2020-04-06 15:24:35+02:00,17.067,12.083,9.912
2020-04-06 15:25:05+02:00,16.69,15.479,10.512
2020-04-06 15:25:35+02:00,18.662,15.447,9.512
2020-04-06 15:26:05+02:00,17.348,12.475,10.312
2020-04-06 15:26:35+02:00,19.746,15.611,10.312
2020-04-06 15:27:05+02:00,16.494,12.771,9.112
2020-04-06 15:27:35+02:00,19.892,12.402,8.912
2020-04-06 15:28:05+02:00,16.799,14.875,9.312
2020-04-06 15:28:35+02:00,18.478,15.559,9.512
2020-04-06 15:29:05+02:00,16.293,14.576,9.912
2020-04-06 15:29:35+02:00,17.982,13.487,9.912
2020-04-06 15:30:05+02:00,16.669,12.813,11.112
2020-04-06 15:30:35+02:00,18.982,12.725,11.312
2020-04-06 15:31:05+02:00,16.478,14.689,11.712
2020-04-06 15:31:35+02:00,16.487,14.078,12.112
2020-04-06 15:32:05+02:00,18.092,14.605,12.112
2020-04-06 15:32:35+02:00,19.876,13.036,12.112
2020-04-06 15:33:05+02:00,17.068,13.279,11.912
2020-04-06 15:33:35+02:00,17.182,14.653,11.912
2020-04-06 15:34:05+02:00,16.457,13.494,11.912
2020-04-06 15:34:35+02:00,19.8,12.671,10.312
2020-04-06 15:35:05+02:00,17.15,13.513,9.912
2020-04-06 15:35:35+02:00,17.482,14.379,10.112
2020-04-06 15:36:06+02:00,17.348,12.374,10.112
2020-04-06 15:36:36+02:00,19.557,12.549,9.512
2020-04-06 15:37:06+02:00,19.533,15.234,8.712
2020-04-06 15:37:36+02:00,19.149,15.084,8.312
2020-04-06 15:38:06+02:00,17.528,12.188,8.312
2020-04-06 15:38:36+02:00,16.261,13.864,8.112
2020-04-06 15:39:06+02:00,17.062,13.918,7.112
2020-04-06 15:39:36+02:00,16.997,13.793,6.712
2020-04-06 15:40:06+02:00,17.248,13.202,6.312
2020-04-06 15:40:36+02:00,17.659,13.5,6.512
2020-04-06 15:41:06+02:00,19.732,13.766,5.912
2020-04-06 15:41:36+02:00,19.157,15.514,5.712
2020-04-06 15:42:06+02:00,17.824,13.195,4.912
2020-04-06 15:42:36+02:00,19.042,14.177,5.512
2020-04-06 15:43:06+02:00,19.419,14.236,4.712
2020-04-06 15:43:36+02:00,18.294,14.672,4.312
2020-04-06 15:44:06+02:00,19.532,12.42,4.512
2020-04-06 15:44:36+02:00,19.775,14.763,4.312
2020-04-06 15:45:06+02:00,18.212,14.079,4.512
2020-04-06 15:45:36+02:00,19.231,13.512,4.912
2020-04-06 15:46:06+02:00,19.87,15.011,5.312
2020-04-06 15:46:36+02:00,16.861,12.787,5.112
2020-04-06 15:47:06+02:00,19.434,15.139,5.312
2020-04-06 15:47:36+02:00,18.636,13.285,5.312
2020-04-06 15:48:06+02:00,19.144,12.479,5.312
2020-04-06 15:48:36+02:00,18.739,13.815,4.912
2020-04-06 15:49:06+02:00,19.762,12.59,5.312
2020-04-06 15:49:36+02:00,19.81,14.679,4.912
2020-04-06 15:50:06+02:00,17.328,12.939,4.912
2020-04-06 15:50:37+02:00,18.733,12.325,5.112
2020-04-06 15:51:07+02:00,17.683,13.599,5.712
2020-04-06 15:51:37+02:00,18.631,13.815,6.512
2020-04-06 15:52:07+02:00,16.204,14.908,6.512
2020-04-06 15:52:37+02:00,16.465,13.01,6.112
2020-04-06 15:53:07+02:00,16.355,14.992,6.912
2020-04-06 15:53:37+02:00,19.787,12.447,6.512
2020-04-06 15:54:07+02:00,18.1,12.406,7.112
2020-04-06 15:54:37+02:00,18.685,14.523,7.512
2020-04-06 15:55:07+02:00,17.257,14.14,7.712
2020-04-06 15:55:37+02:00,18.638,15.331,6.512
2020-04-06 15:56:07+02:00,17.924,12.982,6.112
2020-04-06 15:56:37+02:00,17.128,14.247,6.112
2020-04-06 15:57:07+02:00,18.892,14.961,5.312
2020-04-06 15:57:37+02:00,17.216,14.254,4.512
2020-04-06 15:58:07+02:00,19.656,15.344,4.512
2020-04-06 15:58:37+02:00,18.475,12.114,5.312
2020-04-06 15:59:07+02:00,16.203,12.006,5.312
2020-04-06 15:59:37+02:00,18.363,14.885,5.112
2020-04-06 16:00:07+02:00,16.876,13.558,5.712
2020-04-06 16:00:37+02:00,18.708,13.316,4.512
2020-04-06 16:01:07+02:00,18.728,15.753,3.912
2020-04-06 16:01:37+02:00,17.694,13.595,4.112
2020-04-06 16:02:07+02:00,19.073,12.424,4.512
2020-04-06 16:02:37+02:00,17.147,15.637,4.712
2020-04-06 16:03:07+02:00,18.58,15.1,5.312
2020-04-06 16:03:37+02:00,18.012,14.494,5.312
2020-04-06 16:04:07+02:00,16.431,14.542,5.512
2020-04-06 16:04:37+02:00,16.987,15.922,5.712
2020-04-06 16:05:07+02:00,17.208,12.945,5.912
2020-04-06 16:05:38+02:00,19.868,14.72,6.512
2020-04-06 16:06:08+02:00,19.444,12.294,6.712
2020-04-06 16:06:38+02:00,19.209,14.849,6.712
2020-04-06 16:07:08+02:00,19.181,14.755,6.312
2020-04-06 16:07:38+02:00,18.38,12.029,5.912
2020-04-06 16:08:08+02:00,19.989,12.192,5.112
2020-04-06 16:08:38+02:00,16.773,13.842,4.912
2020-04-06 16:09:08+02:00,17.626,12.31,4.512
2020-04-06 16:09:38+02:00,16.624,15.305,4.712
2020-04-06 16:10:08+02:00,18.144,12.292,4.512
2020-04-06 16:10:38+02:00,18.539,14.38,4.312
2020-04-06 16:11:08+02:00,18.169,13.963,4.112
2020-04-06 16:11:38+02:00,17.546,14.121,4.112
2020-04-06 16:12:08+02:00,17.091,14.244,4.512
2020-04-06 16:12:38+02:00,16.243,12.044,4.712
2020-04-06 16:13:08+02:00,18.759,15.982,5.112
2020-04-06 16:13:38+02:00,19.504,12.391,5.112
2020-04-06 16:14:08+02:00,17.497,14.705,5.712
2020-04-06 16:14:38+02:00,18.97,12.411,6.512
2020-04-06 16:15:08+02:00,18.926,14.065,6.512
2020-04-06 16:15:38+02:00,17.984,15.785,7.312
2020-04-06 16:16:08+02:00,19.388,15.254,6.712
2020-04-06 16:16:38+02:00,18.809,12.248,6.312
2020-04-06 16:17:08+02:00,16.81,15.228,5.712
2020-04-06 16:17:38+02:00,16.303,14.901,6.112
2020-04-06 16:18:08+02:00,17.426,15.451,5.912
2020-04-06 16:18:38+02:00,17.02,15.195,5.512
2020-04-06 16:19:08+02:00,16.98,15.954,4.512
2020-04-06 16:19:38+02:00,16.821,13.428,4.312
2020-04-06 16:20:08+02:00,19.252,14.747,4.312
2020-04-06 16:20:39+02:00,16.59,13.765,4.912
2020-04-06 16:21:09+02:00,18.784,12.198,4.912
2020-04-06 16:21:39+02:00,17.892,13.833,4.912
2020-04-06 16:22:09+02:00,17.735,14.509,4.912
2020-04-06 16:22:39+02:00,18.17,14.151,5.312
2020-04-06 16:23:09+02:00,19.881,13.182,5.512
2020-04-06 16:23:39+02:00,18.318,12.832,4.712
2020-04-06 16:24:09+02:00,16.857,12.243,4.712
2020-04-06 16:24:39+02:00,18.962,13.035,6.112
2020-04-06 16:25:09+02:00,16.315,13.679,6.912
2020-04-06 16:25:39+02:00,19.509,15.971,6.512
2020-04-06 16:26:09+02:00,19.468,14.262,6.512
2020-04-06 16:26:39+02:00,16.868,12.363,6.312
2020-04-06 16:27:09+02:00,19.421,14.234,6.112
2020-04-06 16:27:39+02:00,18.409,12.103,6.112
2020-04-06 16:28:09+02:00,17.184,13.785,6.112
2020-04-06 16:28:39+02:00,16.228,15.485,5.912
2020-04-06 16:29:09+02:00,18.625,13.952,5.312
2020-04-06 16:29:39+02:00,17.274,15.502,5.912
2020-04-06 16:30:09+02:00,17.745,12.795,5.312
2020-04-06 16:30:39+02:00,16.254,12.245,6.912
2020-04-06 16:31:09+02:00,17.352,12.05,5.712
2020-04-06 16:31:39+02:00,16.683,12.369,5.512
2020-04-06 16:32:09+02:00,18.635,13.849,5.712
2020-04-06 16:32:39+02:00,17.467,14.54,6.512
2020-04-06 16:33:09+02:00,17.005,14.438,6.512
2020-04-06 16:33:39+02:00,18.615,12.279,6.512
2020-04-06 16:34:09+02:00,19.442,14.451,6.912
2020-04-06 16:34:39+02:00,16.117,13.408,6.912
2020-04-06 16:35:10+02:00,18.615,15.167,6.912
2020-04-06 16:35:40+02:00,17.121,14.525,7.312
2020-04-06 16:36:10+02:00,18.071,15.337,7.312
2020-04-06 16:36:40+02:00,17.343,14.59,6.712
2020-04-06 16:37:10+02:00,18.183,12.708,6.312
2020-04-06 16:37:40+02:00,19.237,12.953,6.112
2020-04-06 16:38:10+02:00,19.502,15.936,5.712
2020-04-06 16:38:40+02:00,18.149,13.072,5.712
2020-04-06 16:39:10+02:00,18.733,15.404,5.712
2020-04-06 16:39:40+02:00,18.867,14.037,5.312
2020-04-06 16:40:10+02:00,17.973,14.113,5.512
2020-04-06 16:40:40+02:00,19.273,12.479,5.512
2020-04-06 16:41:10+02:00,18.104,14.058,4.112
2020-04-06 16:41:40+02:00,16.75,15.79,5.112
2020-04-06 16:42:10+02:00,18.369,15.437,5.312
2020-04-06 16:42:40+02:00,16.859,12.383,5.912
2020-04-06 16:43:10+02:00,19.106,12.967,6.512
2020-04-06 16:43:40+02:00,18.909,14.18,7.312
2020-04-06 16:44:10+02:00,18.945,13.511,6.912
2020-04-06 16:44:40+02:00,16.708,14.92,6.312
2020-04-06 16:45:10+02:00,18.364,12.726,6.912
2020-04-06 16:45:40+02:00,16.146,15.052,7.112
2020-04-06 16:46:10+02:00,18.815,15.908,6.112
2020-04-06 16:46:40+02:00,18.049,14.201,5.112
2020-04-06 16:47:10+02:00,16.379,12.485,4.312
2020-04-06 16:47:40+02:00,18.484,12.644,4.712
2020-04-06 16:48:10+02:00,18.47,15.936,4.712
2020-04-06 16:48:40+02:00,18.272,12.312,4.912
2020-04-06 16:49:10+02:00,16.854,12.07,4.912
2020-04-06 16:49:41+02:00,16.735,12.907,4.712
2020-04-06 16:50:11+02:00,17.561,13.138,4.512
2020-04-06 16:50:41+02:00,16.033,13.97,4.512
2020-04-06 16:51:11+02:00,16.997,15.654,5.112
2020-04-06 16:51:41+02:00,16.873,12.11,5.112
2020-04-06 16:52:11+02:00,19.432,12.148,5.312
2020-04-06 16:52:41+02:00,19.669,12.748,5.512
2020-04-06 16:53:11+02:00,18.89,12.212,5.512
2020-04-06 16:53:41+02:00,16.073,14.102,4.712
2020-04-06 16:54:11+02:00,17.807,15.803,4.512
2020-04-06 16:54:41+02:00,16.767,12.064,3.912
2020-04-06 16:55:11+02:00,16.195,14.558,4.512
2020-04-06 16:55:41+02:00,16.247,12.516,4.712
2020-04-06 16:56:11+02:00,16.703,13.582,4.512
2020-04-06 16:56:41+02:00,16.935,13.686,4.512
2020-04-06 16:57:11+02:00,17.633,14.225,4.912
2020-04-06 16:57:41+02:00,19.298,13.529,5.312
2020-04-06 16:58:11+02:00,16.742,14.23,5.112
2020-04-06 16:58:41+02:00,19.199,12.686,5.112
2020-04-06 16:59:11+02:00,19.158,12.985,5.912
2020-04-06 16:59:41+02:00,19.093,12.659,6.712
2020-04-06 17:00:11+02:00,16.62,14.387,6.712
2020-04-06 17:00:41+02:00,17.219,13.223,6.112
2020-04-06 17:01:11+02:00,19.452,12.909,6.112
2020-04-06 17:01:41+02:00,16.767,13.62,7.112
2020-04-06 17:02:11+02:00,17.232,13.061,6.712
2020-04-06 17:02:41+02:00,19.446,14.496,6.112
2020-04-06 17:03:11+02:00,17.342,12.849,6.312
2020-04-06 17:03:41+02:00,17.159,13.982,6.912
2020-04-06 17:04:11+02:00,19.056,15.672,6.912
2020-04-06 17:04:42+02:00,17.081,15.059,6.112
2020-04-06 17:05:12+02:00,17.803,14.375,6.912
2020-04-06 17:05:42+02:00,16.83,12.347,5.912
2020-04-06 17:06:12+02:00,16.801,12.842,6.712
2020-04-06 17:06:42+02:00,17.603,12.663,5.912
2020-04-06 17:07:12+02:00,16.712,13.273,5.712
2020-04-06 17:07:42+02:00,19.321,15.177,5.512
2020-04-06 17:08:12+02:00,17.196,13.615,5.512
2020-04-06 17:08:42+02:00,18.333,13.737,5.712
2020-04-06 17:09:12+02:00,18.348,14.579,5.912
2020-04-06 17:09:42+02:00,18.744,13.526,6.512
2020-04-06 17:10:12+02:00,16.794,14.279,6.112
2020-04-06 17:10:42+02:00,16.324,15.709,5.712
2020-04-06 17:11:12+02:00,17.69,13.666,5.912
2020-04-06 17:11:42+02:00,18.97,14.31,5.112
2020-04-06 17:12:12+02:00,19.751,15.121,4.312
2020-04-06 17:12:42+02:00,16.302,13.921,3.912
2020-04-06 17:13:12+02:00,18.708,15.574,4.112
2020-04-06 17:13:42+02:00,18.394,13.255,4.312
2020-04-06 17:14:12+02:00,18.516,13.521,3.912
2020-04-06 17:14:42+02:00,18.642,15.11,4.112
2020-04-06 17:15:12+02:00,19.533,12.144,4.512
2020-04-06 17:15:42+02:00,18.878,13.313,4.112
2020-04-06 17:16:12+02:00,18.438,15.072,4.312
2020-04-06 17:16:42+02:00,19.57,12.58,4.312
2020-04-06 17:17:12+02:00,17.495,15.893,5.112
2020-04-06 17:17:42+02:00,16.742,14.073,4.112
2020-04-06 17:18:12+02:00,18.899,15.375,4.112
2020-04-06 17:18:42+02:00,16.103,12.994,4.112
2020-04-06 17:19:12+02:00,16.843,15.374,4.112
2020-04-06 17:19:43+02:00,19.328,15.457,4.312
2020-04-06 17:20:13+02:00,18.092,12.71,3.912
2020-04-06 17:20:43+02:00,16.688,13.137,4.112
2020-04-06 17:21:13+02:00,19.998,15.763,4.912
2020-04-06 17:21:43+02:00,18.047,15.101,5.112
2020-04-06 17:22:13+02:00,19.827,15.1,4.912
2020-04-06 17:22:43+02:00,19.167,13.992,4.512
2020-04-06 17:23:13+02:00,17.788,15.523,5.112
2020-04-06 17:23:43+02:00,18.387,15.805,6.112
2020-04-06 17:24:13+02:00,16.028,14.375,6.112
2020-04-06 17:24:43+02:00,16.347,15.462,6.512
2020-04-06 17:25:13+02:00,16.779,15.779,6.712
2020-04-06 17:25:43+02:00,16.279,12.978,6.312
2020-04-06 17:26:13+02:00,19.474,15.749,6.112
2020-04-06 17:26:43+02:00,19.096,13.986,6.912
2020-04-06 17:27:13+02:00,16.888,12.447,7.112
2020-04-06 17:27:43+02:00,16.612,13.322,7.112
2020-04-06 17:28:13+02:00,18.828,14.255,7.712
2020-04-06 17:28:43+02:00,18.995,15.603,7.712
2020-04-06 17:29:13+02:00,18.813,14.342,7.912
2020-04-06 17:29:43+02:00,17.354,15.637,8.912
2020-04-06 17:30:13+02:00,16.678,12.367,8.912
2020-04-06 17:30:43+02:00,19.004,15.108,9.312
2020-04-06 17:31:13+02:00,18.105,15.037,9.512
2020-04-06 17:31:43+02:00,19.345,14.856,9.312
2020-04-06 17:32:13+02:00,17.679,14.459,10.112
2020-04-06 17:32:43+02:00,17.925,13.076,9.712
2020-04-06 17:33:13+02:00,18.302,12.891,9.712
2020-04-06 17:33:43+02:00,17.455,13.434,9.512
2020-04-06 17:34:13+02:00,18.221,13.608,10.312
2020-04-06 17:34:44+02:00,18.719,13.694,9.112
2020-04-06 17:35:14+02:00,17.911,12.399,8.712
2020-04-06 17:35:44+02:00,17.206,15.556,7.512
2020-04-06 17:36:14+02:00,17.39,15.6,7.912
2020-04-06 17:36:44+02:00,19.565,13.432,7.312
2020-04-06 17:37:14+02:00,16.869,12.346,6.912
2020-04-06 17:37:44+02:00,18.302,13.942,7.912
2020-04-06 17:38:14+02:00,19.517,14.68,8.312
2020-04-06 17:38:44+02:00,17.199,14.951,8.112
2020-04-06 17:39:14+02:00,19.222,13.546,7.312
2020-04-06 17:39:44+02:00,19.584,13.245,7.912
2020-04-06 17:40:14+02:00,16.478,14.03,8.112
2020-04-06 17:40:44+02:00,17.263,13.994,8.512
2020-04-06 17:41:14+02:00,18.777,14.062,8.512
2020-04-06 17:41:44+02:00,17.31,15.152,8.712
2020-04-06 17:42:14+02:00,19.819,15.867,8.312
2020-04-06 17:42:44+02:00,19.117,14.623,7.712
2020-04-06 17:43:14+02:00,18.939,14.739,7.512
2020-04-06 17:43:44+02:00,18.678,15.745,8.312
2020-04-06 17:44:14+02:00,19.013,14.266,7.112
2020-04-06 17:44:44+02:00,19.784,13.186,7.312
2020-04-06 17:45:14+02:00,16.303,12.133,7.512
2020-04-06 17:45:44+02:00,18.55,12.33,7.912
2020-04-06 17:46:14+02:00,17.438,14.027,8.312
2020-04-06 17:46:44+02:00,19.043,13.046,7.912
2020-04-06 17:47:14+02:00,17.507,12.843,7.912
2020-04-06 17:47:44+02:00,16.924,12.085,7.312
2020-04-06 17:48:14+02:00,17.928,13.989,7.712
2020-04-06 17:48:44+02:00,16.644,13.327,7.312
2020-04-06 17:49:14+02:00,19.401,12.202,6.912
2020-04-06 17:49:45+02:00,17.476,14.592,7.312
2020-04-06 17:50:15+02:00,16.56,12.382,6.712
2020-04-06 17:50:45+02:00,18.756,14.197,5.912
2020-04-06 17:51:15+02:00,18.769,15.786,5.912
2020-04-06 17:51:46+02:00,17.402,13.945,5.012
2020-04-06 17:52:16+02:00,16.208,15.023,4.212
2020-04-06 17:52:46+02:00,19.905,15.728,5.212
2020-04-06 17:53:16+02:00,17.418,15.929,5.012
2020-04-06 17:53:46+02:00,17.227,15.635,4.412
2020-04-06 17:54:16+02:00,18.688,14.491,5.212
2020-04-06 17:54:46+02:00,17.617,12.613,5.812
2020-04-06 17:55:16+02:00,16.522,14.594,6.212
2020-04-06 17:55:46+02:00,19.67,12.127,6.212
2020-04-06 17:56:16+02:00,18.362,13.494,6.212
2020-04-06 17:56:46+02:00,17.287,14.254,5.612
2020-04-06 17:57:16+02:00,18.978,14.64,5.212
2020-04-06 17:57:46+02:00,18.565,14.053,5.212
2020-04-06 17:58:16+02:00,16.945,13.901,4.812
2020-04-06 17:58:46+02:00,17.134,15.202,4.412
2020-04-06 17:59:16+02:00,18.872,15.524,4.212
2020-04-06 17:59:46+02:00,19.01,13.335,4.012
2020-04-06 18:00:16+02:00,17.954,14.534,4.012
2020-04-06 18:00:46+02:00,18.629,12.883,4.012
