Date and Time,input_3,input_1
2020-04-10 15:38:57+02:00,14.488,11.012
2020-04-10 15:39:27+02:00,15.429,11.212
2020-04-10 15:39:57+02:00,14.176,10.412
2020-04-10 15:40:27+02:00,14.002,11.612
2020-04-10 15:40:57+02:00,14.367,12.612
2020-04-10 15:41:27+02:00,12.816,12.012
2020-04-10 15:41:57+02:00,15.724,11.612
2020-04-10 15:42:27+02:00,15.929,11.812
2020-04-10 15:42:57+02:00,14.099,11.612
2020-04-10 15:43:27+02:00,13.028,11.812
2020-04-10 15:43:57+02:00,15.999,12.012
2020-04-10 15:44:27+02:00,14.383,11.412
2020-04-10 15:44:57+02:00,12.835,10.812
2020-04-10 15:45:28+02:00,12.781,11.512
2020-04-10 15:45:58+02:00,15.25,11.112
2020-04-10 15:46:28+02:00,13.441,11.312
2020-04-10 15:46:58+02:00,15.42,10.512
2020-04-10 15:47:28+02:00,14.573,9.912
2020-04-10 15:47:58+02:00,14.872,10.112
2020-04-10 15:48:28+02:00,12.368,10.512
2020-04-10 15:48:58+02:00,14.078,10.112
2020-04-10 15:49:28+02:00,14.414,10.512
2020-04-10 15:49:58+02:00,14.984,11.312
2020-04-10 15:50:28+02:00,13.659,10.512
2020-04-10 15:50:59+02:00,14.678,9.512
2020-04-10 15:51:29+02:00,14.789,9.712
2020-04-10 15:51:59+02:00,12.52,9.512
2020-04-10 15:52:29+02:00,15.336,9.512
2020-04-10 15:52:59+02:00,14.508,10.312
2020-04-10 15:53:29+02:00,15.559,10.512
2020-04-10 15:53:59+02:00,14.281,10.512
2020-04-10 15:54:29+02:00,13.4,10.512
2020-04-10 15:54:59+02:00,15.758,10.912
2020-04-10 15:55:29+02:00,13.451,10.912
2020-04-10 15:55:59+02:00,15.07,11.112
2020-04-10 15:56:29+02:00,12.487,11.112
2020-04-10 15:56:59+02:00,13.745,11.512
2020-04-10 15:57:29+02:00,12.216,11.912
2020-04-10 15:57:59+02:00,12.168,12.712
2020-04-10 15:58:29+02:00,12.61,12.912
2020-04-10 15:58:59+02:00,14.082,12.912
2020-04-10 15:59:29+02:00,14.469,13.112
2020-04-10 15:59:59+02:00,15.009,12.712
2020-04-10 16:00:29+02:00,15.742,13.112
2020-04-10 16:00:59+02:00,14.914,12.512
2020-04-10 16:01:29+02:00,13.119,12.312
2020-04-10 16:01:59+02:00,15.152,12.512
2020-04-10 16:02:29+02:00,15.813,12.912
2020-04-10 16:02:59+02:00,13.849,12.912
2020-04-10 16:03:29+02:00,14.432,12.512
2020-04-10 16:03:59+02:00,13.593,13.512
2020-04-10 16:04:29+02:00,12.517,14.112
2020-04-10 16:05:00+02:00,14.002,14.612
2020-04-10 16:05:30+02:00,14.819,15.412
2020-04-10 16:06:00+02:00,15.948,14.812
2020-04-10 16:06:31+02:00,14.529,14.012
2020-04-10 16:07:01+02:00,14.641,12.612
2020-04-10 16:07:31+02:00,12.433,13.212
2020-04-10 16:08:01+02:00,14.077,13.212
2020-04-10 16:08:31+02:00,15.239,13.012
2020-04-10 16:09:01+02:00,15.741,13.412
2020-04-10 16:09:31+02:00,15.302,13.412
2020-04-10 16:10:01+02:00,13.575,13.412
2020-04-10 16:10:31+02:00,14.174,13.812
2020-04-10 16:11:01+02:00,12.334,14.612
2020-04-10 16:11:31+02:00,13.615,15.412
2020-04-10 16:12:01+02:00,15.671,15.412
2020-04-10 16:12:31+02:00,12.099,16.012
2020-04-10 16:13:01+02:00,12.531,16.412
2020-04-10 16:13:31+02:00,12.898,16.612
2020-04-10 16:14:01+02:00,15.375,16.412
2020-04-10 16:14:31+02:00,12.385,16.012
2020-04-10 16:15:01+02:00,13.508,16.212
2020-04-10 16:15:31+02:00,12.503,16.212
2020-04-10 16:16:01+02:00,13.286,16.612
2020-04-10 16:16:31+02:00,15.493,15.412
2020-04-10 16:17:01+02:00,14.096,14.812
2020-04-10 16:17:31+02:00,13.918,14.412
2020-04-10 16:18:01+02:00,14.91,14.412
2020-04-10 16:18:31+02:00,13.801,14.612
2020-04-10 16:19:01+02:00,14.864,14.212
2020-04-10 16:19:31+02:00,13.979,14.612
2020-04-10 16:20:01+02:00,15.216,15.412
2020-04-10 16:20:31+02:00,13.343,14.012
2020-04-10 16:21:02+02:00,13.431,13.612
2020-04-10 16:21:32+02:00,14.197,14.212
2020-04-10 16:22:02+02:00,15.729,15.012
2020-04-10 16:22:32+02:00,15.292,14.212
2020-04-10 16:23:02+02:00,13.71,14.612
2020-04-10 16:23:32+02:00,12.449,15.012
2020-04-10 16:24:02+02:00,14.187,14.012
2020-04-10 16:24:32+02:00,12.018,13.812
2020-04-10 16:25:02+02:00,13.371,14.012
2020-04-10 16:25:32+02:00,15.648,14.412
2020-04-10 16:26:02+02:00,14.507,13.812
2020-04-10 16:26:32+02:00,15.869,13.812
2020-04-10 16:27:02+02:00,14.529,13.812
2020-04-10 16:27:32+02:00,14.89,13.412
2020-04-10 16:28:02+02:00,13.457,13.612
2020-04-10 16:28:32+02:00,12.892,13.212
2020-04-10 16:29:02+02:00,14.451,12.212
2020-04-10 16:29:32+02:00,15.025,12.012
2020-04-10 16:30:02+02:00,15.24,10.812
2020-04-10 16:30:32+02:00,14.673,10.412
2020-04-10 16:31:02+02:00,13.075,10.612
2020-04-10 16:31:32+02:00,15.132,10.612
2020-04-10 16:32:02+02:00,12.833,11.012
2020-04-10 16:32:32+02:00,12.746,10.612
2020-04-10 16:33:02+02:00,12.874,11.212
2020-04-10 16:33:32+02:00,14.836,11.812
2020-04-10 16:34:02+02:00,13.912,12.212
2020-04-10 16:34:32+02:00,12.776,12.012
2020-04-10 16:35:02+02:00,13.617,12.012
2020-04-10 16:35:32+02:00,12.84,12.212
2020-04-10 16:36:03+02:00,13.114,12.612
2020-04-10 16:36:33+02:00,13.838,12.612
2020-04-10 16:37:03+02:00,13.739,11.612
2020-04-10 16:37:33+02:00,13.232,11.212
2020-04-10 16:38:03+02:00,12.679,10.612
2020-04-10 16:38:33+02:00,15.767,10.812
2020-04-10 16:39:03+02:00,15.147,10.612
2020-04-10 16:39:33+02:00,14.143,11.012
2020-04-10 16:40:03+02:00,14.348,11.812
2020-04-10 16:40:33+02:00,15.751,11.412
2020-04-10 16:41:03+02:00,14.099,11.812
2020-04-10 16:41:33+02:00,15.777,11.812
2020-04-10 16:42:03+02:00,13.011,12.412
2020-04-10 16:42:33+02:00,12.908,11.812
2020-04-10 16:43:03+02:00,15.531,10.812
2020-04-10 16:43:33+02:00,14.046,10.612
2020-04-10 16:44:03+02:00,13.463,10.812
2020-04-10 16:44:33+02:00,15.228,10.812
2020-04-10 16:45:03+02:00,13.424,9.612
2020-04-10 16:45:33+02:00,14.011,9.212
2020-04-10 16:46:03+02:00,15.896,8.612
2020-04-10 16:46:33+02:00,12.272,7.812
2020-04-10 16:47:03+02:00,12.394,7.412
2020-04-10 16:47:33+02:00,13.159,8.812
2020-04-10 16:48:03+02:00,12.229,8.812
2020-04-10 16:48:33+02:00,15.685,9.212
2020-04-10 16:49:03+02:00,12.298,9.812
2020-04-10 16:49:33+02:00,14.174,9.812
2020-04-10 16:50:03+02:00,15.731,10.812
2020-04-10 16:50:33+02:00,12.817,10.612
2020-04-10 16:51:04+02:00,15.112,11.412
2020-04-10 16:51:34+02:00,15.5,10.812
2020-04-10 16:52:04+02:00,13.316,11.412
2020-04-10 16:52:34+02:00,14.772,10.812
2020-04-10 16:53:04+02:00,15.193,11.012
2020-04-10 16:53:34+02:00,14.639,11.212
2020-04-10 16:54:04+02:00,14.966,11.612
2020-04-10 16:54:34+02:00,14.431,12.012
2020-04-10 16:55:04+02:00,13.55,11.812
2020-04-10 16:55:34+02:00,15.838,12.412
2020-04-10 16:56:04+02:00,12.374,11.812
2020-04-10 16:56:34+02:00,12.237,11.812
2020-04-10 16:57:04+02:00,12.152,12.612
2020-04-10 16:57:34+02:00,15.402,12.212
2020-04-10 16:58:04+02:00,12.322,12.412
2020-04-10 16:58:34+02:00,14.503,12.212
2020-04-10 16:59:04+02:00,14.836,12.212
2020-04-10 16:59:34+02:00,13.049,12.012
2020-04-10 17:00:04+02:00,12.596,12.012
2020-04-10 17:00:34+02:00,15.889,12.212
2020-04-10 17:01:04+02:00,14.309,12.212
2020-04-10 17:01:34+02:00,14.864,12.212
2020-04-10 17:02:04+02:00,14.881,12.012
2020-04-10 17:02:34+02:00,14.547,12.612
2020-04-10 17:03:04+02:00,14.379,12.412
2020-04-10 17:03:34+02:00,12.343,12.812
2020-04-10 17:04:04+02:00,13.562,12.412
2020-04-10 17:04:34+02:00,15.161,11.812
2020-04-10 17:05:04+02:00,15.704,12.412
2020-04-10 17:05:34+02:00,12.751,13.412
2020-04-10 17:06:05+02:00,15.661,12.412
2020-04-10 17:06:35+02:00,13.696,12.812
2020-04-10 17:07:05+02:00,14.262,13.412
2020-04-10 17:07:35+02:00,12.232,13.812
2020-04-10 17:08:05+02:00,12.516,14.212
2020-04-10 17:08:35+02:00,12.5,14.812
2020-04-10 17:09:05+02:00,14.426,13.812
2020-04-10 17:09:35+02:00,12.703,13.612
2020-04-10 17:10:05+02:00,14.773,13.412
2020-04-10 17:10:35+02:00,15.821,14.012
2020-04-10 17:11:05+02:00,13.949,15.612
2020-04-10 17:11:35+02:00,13.425,15.212
2020-04-10 17:12:05+02:00,15.213,16.012
2020-04-10 17:12:35+02:00,12.324,16.812
2020-04-10 17:13:05+02:00,14.331,16.012
2020-04-10 17:13:35+02:00,15.845,16.412
2020-04-10 17:14:06+02:00,14.385,15.912
2020-04-10 17:14:36+02:00,14.061,14.712
2020-04-10 17:15:06+02:00,15.162,14.912
2020-04-10 17:15:36+02:00,13.274,15.312
2020-04-10 17:16:06+02:00,12.88,14.712
2020-04-10 17:16:36+02:00,15.457,14.712
2020-04-10 17:17:06+02:00,12.261,14.712
2020-04-10 17:17:36+02:00,15.326,13.712
2020-04-10 17:18:06+02:00,14.691,13.312
2020-04-10 17:18:37+02:00,13.702,12.212
2020-04-10 17:19:07+02:00,14.2,11.412
2020-04-10 17:19:37+02:00,14.274,11.612
2020-04-10 17:20:07+02:00,15.138,12.012
2020-04-10 17:20:38+02:00,13.58,11.612
2020-04-10 17:21:08+02:00,12.826,12.412
2020-04-10 17:21:38+02:00,12.851,12.812
2020-04-10 17:22:08+02:00,15.615,12.412
2020-04-10 17:22:38+02:00,14.442,11.612
2020-04-10 17:23:08+02:00,14.487,12.412
2020-04-10 17:23:38+02:00,12.658,12.212
2020-04-10 17:24:08+02:00,14.413,11.212
2020-04-10 17:24:38+02:00,15.75,10.812
2020-04-10 17:25:08+02:00,15.461,10.212
2020-04-10 17:25:38+02:00,13.009,10.612
2020-04-10 17:26:08+02:00,13.568,10.812
2020-04-10 17:26:38+02:00,13.122,11.412
2020-04-10 17:27:08+02:00,15.009,12.012
2020-04-10 17:27:38+02:00,13.376,12.212
2020-04-10 17:28:08+02:00,13.786,11.612
2020-04-10 17:28:38+02:00,12.39,11.012
2020-04-10 17:29:08+02:00,14.514,10.812
2020-04-10 17:29:38+02:00,15.419,11.012
2020-04-10 17:30:08+02:00,13.915,11.012
2020-04-10 17:30:38+02:00,14.481,10.812
2020-04-10 17:31:08+02:00,15.485,10.612
2020-04-10 17:31:38+02:00,12.977,10.612
2020-04-10 17:32:08+02:00,14.585,11.012
2020-04-10 17:32:38+02:00,14.434,11.212
2020-04-10 17:33:08+02:00,15.883,11.412
2020-04-10 17:33:38+02:00,12.13,10.812
2020-04-10 17:34:08+02:00,13.106,11.012
2020-04-10 17:34:38+02:00,14.408,11.612
2020-04-10 17:35:08+02:00,14.476,11.212
2020-04-10 17:35:39+02:00,15.268,10.612
2020-04-10 17:36:09+02:00,15.242,10.812
2020-04-10 17:36:39+02:00,12.5,11.012
2020-04-10 17:37:09+02:00,15.606,11.212
2020-04-10 17:37:39+02:00,14.322,10.612
2020-04-10 17:38:09+02:00,12.538,10.412
2020-04-10 17:38:39+02:00,15.842,10.812
2020-04-10 17:39:09+02:00,12.068,10.412
2020-04-10 17:39:39+02:00,15.674,9.812
2020-04-10 17:40:09+02:00,15.821,9.612
2020-04-10 17:40:39+02:00,12.402,9.012
2020-04-10 17:41:09+02:00,13.906,9.412
2020-04-10 17:41:39+02:00,13.537,9.012
2020-04-10 17:42:09+02:00,14.195,9.412
2020-04-10 17:42:39+02:00,14.067,9.612
2020-04-10 17:43:09+02:00,13.679,9.612
2020-04-10 17:43:39+02:00,13.964,10.812
2020-04-10 17:44:09+02:00,14.589,11.612
2020-04-10 17:44:39+02:00,15.108,10.412
2020-04-10 17:45:09+02:00,12.354,11.612
2020-04-10 17:45:39+02:00,15.837,11.212
2020-04-10 17:46:09+02:00,12.062,10.612
2020-04-10 17:46:39+02:00,12.143,10.612
2020-04-10 17:47:09+02:00,12.703,10.012
2020-04-10 17:47:39+02:00,13.222,9.812
2020-04-10 17:48:09+02:00,15.652,10.812
2020-04-10 17:48:39+02:00,13.371,10.012
2020-04-10 17:49:09+02:00,13.715,9.812
2020-04-10 17:49:39+02:00,13.681,9.012
2020-04-10 17:50:10+02:00,14.508,8.212
2020-04-10 17:50:40+02:00,12.923,7.812
2020-04-10 17:51:10+02:00,15.224,7.012
2020-04-10 17:51:40+02:00,14.177,7.212
2020-04-10 17:52:10+02:00,15.085,7.612
2020-04-10 17:52:40+02:00,15.323,8.612
2020-04-10 17:53:10+02:00,12.507,9.412
2020-04-10 17:53:40+02:00,14.25,8.812
2020-04-10 17:54:10+02:00,13.759,8.212
2020-04-10 17:54:40+02:00,12.884,8.012
2020-04-10 17:55:10+02:00,14.966,8.612
2020-04-10 17:55:40+02:00,14.62,8.412
2020-04-10 17:56:10+02:00,13.476,8.012
2020-04-10 17:56:40+02:00,12.897,7.612
2020-04-10 17:57:10+02:00,13.696,7.412
2020-04-10 17:57:40+02:00,15.29,7.812
2020-04-10 17:58:10+02:00,15.449,8.212
2020-04-10 17:58:40+02:00,15.643,8.412
2020-04-10 17:59:10+02:00,13.358,8.612
2020-04-10 17:59:40+02:00,13.603,8.212
2020-04-10 18:00:10+02:00,13.543,8.012
2020-04-10 18:00:41+02:00,14.399,7.112
2020-04-10 18:01:11+02:00,15.979,6.912
2020-04-10 18:01:41+02:00,12.141,7.312
2020-04-10 18:02:11+02:00,12.713,8.112
2020-04-10 18:02:41+02:00,14.215,8.112
2020-04-10 18:03:11+02:00,14.642,8.312
2020-04-10 18:03:41+02:00,14.547,7.312
2020-04-10 18:04:11+02:00,15.099,7.112
2020-04-10 18:04:42+02:00,14.227,7.112
2020-04-10 18:05:12+02:00,12.777,6.712
2020-04-10 18:05:42+02:00,13.514,7.312
2020-04-10 18:06:12+02:00,12.409,7.512
2020-04-10 18:06:42+02:00,13.593,6.312
2020-04-10 18:07:12+02:00,13.426,6.712
2020-04-10 18:07:42+02:00,15.593,6.112
2020-04-10 18:08:12+02:00,15.147,6.112
2020-04-10 18:08:42+02:00,15.11,5.912
2020-04-10 18:09:12+02:00,12.038,6.312
2020-04-10 18:09:42+02:00,14.309,5.112
2020-04-10 18:10:12+02:00,13.147,5.112
2020-04-10 18:10:42+02:00,12.672,5.112
2020-04-10 18:11:12+02:00,14.094,5.712
2020-04-10 18:11:42+02:00,12.293,5.912
2020-04-10 18:12:12+02:00,13.439,5.912
2020-04-10 18:12:42+02:00,12.681,6.112
2020-04-10 18:13:12+02:00,12.383,6.112
2020-04-10 18:13:42+02:00,13.126,5.712
2020-04-10 18:14:12+02:00,13.977,5.912
2020-04-10 18:14:42+02:00,15.67,6.112
2020-04-10 18:15:12+02:00,13.793,5.912
2020-04-10 18:15:42+02:00,13.665,5.312
2020-04-10 18:16:12+02:00,14.121,5.512
2020-04-10 18:16:42+02:00,15.234,5.912
2020-04-10 18:17:12+02:00,15.957,6.112
2020-04-10 18:17:42+02:00,15.714,6.312
2020-04-10 18:18:12+02:00,14.498,5.112
2020-04-10 18:18:42+02:00,14.752,4.912
2020-04-10 18:19:12+02:00,13.491,5.912
2020-04-10 18:19:43+02:00,15.993,5.312
2020-04-10 18:20:13+02:00,14.539,4.312
2020-04-10 18:20:43+02:00,14.913,3.912
2020-04-10 18:21:13+02:00,12.359,4.112
2020-04-10 18:21:43+02:00,14.282,4.112
2020-04-10 18:22:13+02:00,13.528,3.912
2020-04-10 18:22:43+02:00,14.254,4.112
2020-04-10 18:23:13+02:00,14.03,4.112
2020-04-10 18:23:43+02:00,15.253,3.912
2020-04-10 18:24:13+02:00,15.251,4.112
2020-04-10 18:24:43+02:00,12.947,4.512
2020-04-10 18:25:13+02:00,12.934,4.312
2020-04-10 18:25:43+02:00,14.767,4.112
2020-04-10 18:26:13+02:00,13.693,4.512
2020-04-10 18:26:43+02:00,15.112,4.112
2020-04-10 18:27:13+02:00,14.507,4.112
2020-04-10 18:27:43+02:00,14.09,4.312
2020-04-10 18:28:13+02:00,14.914,4.512
2020-04-10 18:28:43+02:00,14.158,4.712
2020-04-10 18:29:13+02:00,13.16,5.112
2020-04-10 18:29:43+02:00,13.238,5.912
2020-04-10 18:30:13+02:00,14.419,6.112
2020-04-10 18:30:43+02:00,15.651,5.312
2020-04-10 18:31:13+02:00,13.943,5.112
2020-04-10 18:31:43+02:00,12.468,5.112
2020-04-10 18:32:13+02:00,14.508,5.312
2020-04-10 18:32:43+02:00,14.662,5.312
2020-04-10 18:33:13+02:00,15.541,5.312
2020-04-10 18:33:43+02:00,12.043,5.312
2020-04-10 18:34:14+02:00,13.37,4.712
2020-04-10 18:34:44+02:00,12.228,4.712
2020-04-10 18:35:14+02:00,13.151,4.712
2020-04-10 18:35:44+02:00,13.561,4.312
2020-04-10 18:36:14+02:00,12.315,4.112
2020-04-10 18:36:44+02:00,15.031,4.112
2020-04-10 18:37:14+02:00,13.684,4.712
2020-04-10 18:37:44+02:00,13.064,4.312
2020-04-10 18:38:14+02:00,13.608,4.112
2020-04-10 18:38:44+02:00,14.643,4.512
2020-04-10 18:39:14+02:00,12.632,5.312
