Date and Time,input_4,input_3,input_2,input_1
2020-04-11 14:13:07+02:00,17.589,13.412,9.668,14.759
2020-04-11 14:16:07+02:00,19.864,12.694,9.456,13.959
2020-04-11 14:19:08+02:00,17.536,15.813,8.574,14.959
2020-04-11 14:22:08+02:00,18.461,12.023,10.786,15.959
2020-04-11 14:25:08+02:00,18.404,14.337,10.382,13.959
2020-04-11 14:28:08+02:00,16.692,12.655,9.811,13.359
2020-04-11 14:31:10+02:00,17.684,15.823,8.435,11.359
2020-04-11 14:34:11+02:00,18.465,13.681,8.625,12.959
2020-04-11 14:37:11+02:00,17.819,15.338,11.298,13.759
2020-04-11 14:40:11+02:00,18.66,14.929,10.539,14.359
2020-04-11 14:43:11+02:00,19.53,15.426,8.514,15.759
2020-04-11 14:46:11+02:00,17.459,15.947,11.113,14.159
2020-04-11 14:49:12+02:00,17.035,14.099,8.125,15.959
2020-04-11 14:52:12+02:00,18.823,12.75,9.667,16.359
2020-04-11 14:55:12+02:00,19.372,15.313,11.275,13.959
2020-04-11 14:58:12+02:00,17.328,13.99,9.065,15.359
2020-04-11 15:01:12+02:00,18.138,13.238,8.478,16.959
2020-04-11 15:04:14+02:00,18.129,12.841,11.52,16.459
2020-04-11 15:07:14+02:00,17.545,13.644,8.265,16.259
2020-04-11 15:10:14+02:00,19.655,14.09,11.041,18.659
2020-04-11 15:13:14+02:00,16.586,14.589,9.784,19.059
2020-04-11 15:16:15+02:00,17.348,14.036,9.939,19.959
2020-04-11 15:19:16+02:00,18.782,14.765,11.601,19.559
2020-04-11 15:22:16+02:00,17.783,15.523,9.41,16.959
2020-04-11 15:25:16+02:00,19.274,14.116,10.846,15.959
2020-04-11 15:28:16+02:00,17.356,14.454,11.913,17.159
2020-04-11 15:31:16+02:00,18.314,13.841,11.971,15.959
2020-04-11 15:34:17+02:00,17.155,14.14,8.175,14.559
2020-04-11 15:37:17+02:00,19.91,13.832,8.386,16.159
2020-04-11 15:40:17+02:00,17.255,14.407,10.013,16.559
2020-04-11 15:43:17+02:00,17.12,12.894,11.04,17.559
2020-04-11 15:46:17+02:00,18.349,15.082,11.333,12.759
2020-04-11 15:49:18+02:00,17.553,12.623,9.915,14.359
2020-04-11 15:52:18+02:00,19.381,13.11,9.953,12.959
2020-04-11 15:55:18+02:00,18.43,12.38,10.747,13.759
2020-04-11 15:58:18+02:00,19.79,12.841,10.59,14.559
2020-04-11 16:01:19+02:00,17.186,13.107,10.255,14.359
2020-04-11 16:04:19+02:00,19.769,12.678,9.734,12.959
2020-04-11 16:07:19+02:00,19.636,13.657,11.064,14.759
2020-04-11 16:10:19+02:00,18.13,14.378,9.397,12.759
2020-04-11 16:13:19+02:00,18.633,14.213,8.436,10.159
2020-04-11 16:16:20+02:00,18.08,12.403,10.674,7.159
2020-04-11 16:19:20+02:00,18.572,14.217,11.2,7.159
2020-04-11 16:22:20+02:00,19.75,15.391,9.609,5.759
2020-04-11 16:25:20+02:00,16.05,14.881,11.395,8.359
2020-04-11 16:28:20+02:00,19.258,13.4,9.023,9.759
2020-04-11 16:31:21+02:00,16.422,14.714,10.015,11.359
2020-04-11 16:34:21+02:00,17.162,15.129,9.393,12.359
2020-04-11 16:37:21+02:00,17.805,15.522,9.279,14.959
2020-04-11 16:40:22+02:00,19.222,13.435,8.528,15.459
2020-04-11 16:43:22+02:00,16.938,12.894,9.911,15.059
2020-04-11 16:46:23+02:00,17.88,12.812,8.731,14.459
2020-04-11 16:49:23+02:00,19.85,14.026,8.23,14.259
2020-04-11 16:52:23+02:00,17.669,15.471,11.508,15.459
2020-04-11 16:55:23+02:00,19.631,14.778,9.054,16.859
2020-04-11 16:58:23+02:00,17.427,12.971,9.931,17.259
2020-04-11 17:01:24+02:00,17.662,12.955,9.912,17.059
2020-04-11 17:04:24+02:00,16.511,13.217,8.089,17.459
2020-04-11 17:07:24+02:00,18.115,12.744,9.412,15.859
2020-04-11 17:10:24+02:00,18.671,15.123,10.939,15.659
2020-04-11 17:13:24+02:00,16.153,15.303,10.604,14.659
2020-04-11 17:16:25+02:00,16.962,13.229,8.581,15.459
2020-04-11 17:19:25+02:00,18.391,15.437,9.119,17.259
2020-04-11 17:22:25+02:00,17.094,13.766,11.708,19.059
2020-04-11 17:25:25+02:00,16.85,14.342,9.816,17.259
2020-04-11 17:28:25+02:00,18.462,13.253,9.864,18.259
2020-04-11 17:31:26+02:00,18.855,12.477,11.888,17.459
2020-04-11 17:34:26+02:00,16.206,13.09,10.974,18.259
2020-04-11 18:00:15+02:00,16.548,12.654,8.63,17.982
2020-04-11 18:03:15+02:00,18.29,14.397,11.935,18.182
2020-04-11 18:06:18+02:00,16.573,14.189,8.692,7.779
2020-04-11 18:09:18+02:00,19.71,13.956,11.749,8.179
2020-04-11 18:12:18+02:00,16.913,13.198,10.379,7.179
2020-04-11 18:15:19+02:00,19.049,12.468,11.328,6.379
2020-04-11 18:18:19+02:00,19.734,13.067,11.218,5.979
2020-04-11 18:21:19+02:00,18.103,15.668,8.052,5.579
2020-04-11 18:24:19+02:00,18.595,15.665,9.547,4.779
2020-04-11 18:27:23+02:00,18.299,15.474,10.955,15.284
2020-04-11 18:30:23+02:00,18.449,13.391,8.004,13.284
2020-04-11 18:33:23+02:00,16.433,15.596,11.714,13.084
2020-04-11 18:36:24+02:00,16.742,15.641,9.677,15.884
2020-04-11 18:39:24+02:00,19.112,13.836,8.264,15.684
2020-04-11 18:42:24+02:00,18.073,13.485,8.544,14.084
2020-04-11 18:45:24+02:00,18.423,14.301,8.112,13.284
2020-04-11 18:48:24+02:00,17.721,15.032,10.603,13.884
2020-04-11 18:51:25+02:00,18.088,12.651,8.191,13.684
2020-04-11 18:54:25+02:00,18.983,14.393,8.351,13.884
2020-04-11 18:57:25+02:00,19.111,13.738,8.178,12.684
2020-04-11 19:00:25+02:00,18.302,12.813,11.76,11.284
2020-04-11 19:03:26+02:00,19.466,12.829,10.8,10.484
2020-04-11 19:06:26+02:00,17.425,12.644,11.548,8.084
2020-04-11 19:09:27+02:00,17.966,15.824,11.176,7.384
2020-04-11 19:12:27+02:00,18.143,12.717,8.851,7.984
2020-04-11 19:15:27+02:00,17.542,15.576,9.445,8.184
2020-04-11 19:18:28+02:00,18.061,13.388,10.423,8.384
2020-04-11 19:21:28+02:00,18.951,13.307,10.352,10.584
2020-04-11 19:24:29+02:00,19.93,15.195,11.947,13.484
2020-04-11 19:27:29+02:00,18.006,14.027,8.9,12.284
2020-04-11 19:30:29+02:00,19.109,14.366,8.073,13.484
2020-04-11 19:33:30+02:00,16.14,14.794,8.45,14.284
2020-04-11 19:36:31+02:00,16.844,15.547,10.187,12.984
2020-04-11 19:39:31+02:00,18.581,13.455,9.384,12.584
2020-04-11 19:42:31+02:00,19.675,14.275,10.982,10.784
2020-04-11 19:45:31+02:00,17.465,15.708,11.925,9.784
2020-04-11 19:48:32+02:00,16.827,14.968,9.537,9.984
2020-04-11 19:51:32+02:00,16.701,13.191,8.499,12.184
2020-04-11 19:54:32+02:00,19.273,15.671,9.862,12.984
2020-04-11 19:57:32+02:00,16.076,12.074,8.106,15.584
2020-04-11 20:00:32+02:00,17.488,14.946,11.956,14.784
2020-04-11 20:03:34+02:00,17.255,13.832,10.99,15.484
2020-04-11 20:06:34+02:00,18.908,13.512,11.213,16.084
2020-04-11 20:09:34+02:00,16.608,14.432,10.853,15.484
2020-04-11 20:12:34+02:00,19.885,15.8,8.184,16.684
2020-04-11 20:15:34+02:00,19.013,14.801,10.845,16.484
2020-04-11 20:18:36+02:00,17.989,13.42,11.486,16.784
2020-04-11 20:21:36+02:00,18.606,15.094,8.224,18.184
2020-04-11 20:24:36+02:00,16.316,13.425,9.674,18.384
2020-04-11 20:27:36+02:00,16.62,13.037,11.219,19.784
2020-04-11 20:30:36+02:00,16.122,15.966,10.965,17.784
2020-04-11 20:33:37+02:00,18.491,12.943,8.662,19.184
2020-04-11 20:36:39+02:00,16.176,15.659,9.018,19.384
2020-04-11 20:39:39+02:00,17.163,15.972,11.56,18.384
2020-04-11 20:42:39+02:00,16.239,14.176,8.836,19.784
2020-04-11 20:45:39+02:00,18.94,15.363,8.875,17.584
2020-04-11 20:48:40+02:00,16.77,15.467,9.898,19.384
2020-04-11 20:51:40+02:00,17.818,14.219,8.7,18.984
2020-04-11 20:54:40+02:00,19.012,15.146,10.298,19.384
2020-04-11 20:57:40+02:00,17.28,12.152,11.977,16.984
2020-04-11 21:00:40+02:00,18.979,13.843,10.414,17.584
2020-04-11 21:03:41+02:00,16.537,14.176,9.99,16.984
2020-04-11 21:06:41+02:00,16.431,14.328,8.244,17.584
2020-04-11 21:09:41+02:00,17.506,14.346,11.71,16.984
2020-04-11 21:12:41+02:00,19.519,13.066,8.448,16.584
2020-04-11 21:15:41+02:00,16.799,15.118,9.2,16.384
2020-04-11 21:18:42+02:00,16.055,15.434,10.886,18.584
2020-04-11 21:21:42+02:00,18.61,15.977,11.82,17.784
2020-04-11 21:24:42+02:00,19.296,13.157,11.21,18.584
2020-04-11 21:27:42+02:00,16.459,15.912,8.065,18.984
2020-04-11 21:30:43+02:00,16.913,15.248,11.774,18.984
2020-04-11 21:33:43+02:00,16.22,12.019,9.951,16.384
2020-04-11 21:36:43+02:00,16.439,15.906,9.844,17.584
2020-04-11 21:39:43+02:00,19.456,15.245,8.636,16.584
2020-04-11 21:42:43+02:00,16.8,14.532,11.785,14.584
2020-04-11 21:45:44+02:00,17.306,15.677,11.851,13.384
2020-04-11 21:48:44+02:00,16.599,13.824,11.595,13.384
2020-04-11 22:08:38+02:00,16.941,14.052,9.245,12.908
2020-04-11 22:11:42+02:00,18.085,13.803,11.432,8.076
2020-04-11 23:02:04+02:00,19.613,13.313,10.745,5.887
2020-04-11 23:05:04+02:00,17.905,14.481,9.776,4.487
2020-04-11 23:08:06+02:00,19.031,15.273,10.751,6.187
2020-04-11 23:11:06+02:00,18.83,15.383,9.891,7.787
2020-04-11 23:14:06+02:00,17.235,13.445,8.699,8.987
2020-04-11 23:17:06+02:00,16.756,12.929,10.917,8.387
2020-04-11 23:20:06+02:00,19.549,15.992,11.732,10.787
2020-04-11 23:23:07+02:00,17.738,12.173,10.539,10.387
2020-04-11 23:26:07+02:00,19.805,14.697,11.544,9.987
2020-04-11 23:29:07+02:00,18.161,14.022,11.969,9.187
2020-04-11 23:34:47+02:00,16.885,12.778,11.556,18.757
2020-04-11 23:37:53+02:00,17.516,12.444,9.208,0.0
2020-04-11 23:40:53+02:00,17.606,12.384,8.438,0.0
2020-04-11 23:45:42+02:00,19.611,14.401,9.52,-1.0
2020-04-11 23:57:53+02:00,18.101,15.881,10.422,-100.0
2020-04-12 00:00:54+02:00,17.414,14.306,9.309,-100.0
2020-04-12 00:03:54+02:00,19.149,14.841,8.517,-100.0
2020-04-12 00:06:55+02:00,16.355,12.807,9.042,-100.0
2020-04-12 00:09:55+02:00,16.292,13.248,10.375,-100.0
2020-04-12 00:12:55+02:00,19.14,15.551,10.212,-100.0
