Date and Time,input_8,input_1
2020-04-13 01:24:02+02:00,6.312,5.02
2020-04-13 01:27:02+02:00,5.326,6.02
2020-04-13 01:30:03+02:00,8.401,7.02
2020-04-13 01:33:03+02:00,5.151,7.62
2020-04-13 01:36:03+02:00,8.043,6.02
2020-04-13 01:39:03+02:00,6.593,4.02
2020-04-13 01:42:03+02:00,7.361,5.22
2020-04-13 01:45:04+02:00,8.201,6.02
2020-04-13 01:48:04+02:00,8.192,5.42
2020-04-13 01:51:04+02:00,7.67,6.42
2020-04-13 01:54:04+02:00,5.043,5.82
2020-04-13 01:57:04+02:00,7.511,5.42
2020-04-13 02:02:59+02:00,8.291,4.82
2020-04-13 02:05:59+02:00,8.098,5.22
2020-04-13 02:08:59+02:00,7.831,5.02
2020-04-13 02:12:00+02:00,7.144,4.62
2020-04-13 02:15:00+02:00,5.963,4.42
2020-04-13 02:18:00+02:00,8.479,5.42
2020-04-13 02:21:00+02:00,8.253,5.82
2020-04-13 02:24:00+02:00,7.773,7.02
2020-04-13 02:27:01+02:00,5.81,7.62
2020-04-13 02:30:01+02:00,7.202,9.02
2020-04-13 02:33:01+02:00,7.136,8.82
2020-04-13 02:36:01+02:00,8.207,8.42
2020-04-13 02:39:01+02:00,7.077,8.82
2020-04-13 02:42:02+02:00,6.14,8.02
2020-04-13 02:45:02+02:00,6.765,10.62
2020-04-13 02:48:02+02:00,8.621,11.02
2020-04-13 02:51:02+02:00,5.985,10.02
2020-04-13 02:54:02+02:00,8.616,7.42
2020-04-13 02:57:08+02:00,7.058,9.72
2020-04-13 03:00:12+02:00,8.792,7.52
2020-04-13 03:03:12+02:00,5.793,6.72
2020-04-13 03:06:12+02:00,8.725,4.52
2020-04-13 03:09:12+02:00,7.444,5.12
2020-04-13 03:12:13+02:00,7.414,5.52
2020-04-13 03:15:13+02:00,7.98,4.92
2020-04-13 03:18:13+02:00,5.368,5.12
2020-04-13 03:21:13+02:00,8.473,6.92
2020-04-13 03:24:14+02:00,7.429,7.32
2020-04-13 03:27:14+02:00,6.54,5.92
2020-04-13 03:30:14+02:00,6.031,5.92
2020-04-13 03:33:14+02:00,5.943,8.32
2020-04-13 03:36:14+02:00,7.325,6.52
2020-04-13 03:39:15+02:00,5.563,6.72
2020-04-13 03:42:15+02:00,8.472,6.32
2020-04-13 03:45:15+02:00,8.149,4.52
2020-04-13 03:48:15+02:00,5.676,4.52
2020-04-13 03:51:15+02:00,6.044,5.12
2020-04-13 03:54:16+02:00,8.043,4.12
2020-04-13 03:57:16+02:00,6.429,4.92
2020-04-13 04:00:16+02:00,6.752,4.52
2020-04-13 04:03:16+02:00,6.755,5.12
2020-04-13 04:06:16+02:00,8.258,4.32
2020-04-13 04:09:17+02:00,7.589,5.12
2020-04-13 04:12:17+02:00,5.753,3.92
2020-04-13 04:15:17+02:00,8.154,6.52
2020-04-13 04:18:17+02:00,6.075,4.32
2020-04-13 04:21:17+02:00,6.322,4.32
2020-04-13 04:24:18+02:00,6.3,5.72
2020-04-13 04:27:18+02:00,8.271,5.92
2020-04-13 04:30:18+02:00,7.513,5.52
2020-04-13 04:33:18+02:00,6.226,4.72
2020-04-13 04:36:19+02:00,8.469,4.12
2020-04-13 04:39:19+02:00,7.967,4.72
2020-04-13 04:42:19+02:00,8.387,4.52
2020-04-13 04:45:19+02:00,5.481,9.12
2020-04-13 04:48:19+02:00,8.385,9.52
2020-04-13 04:51:20+02:00,7.324,12.92
2020-04-13 04:54:20+02:00,5.347,11.72
2020-04-13 04:57:20+02:00,7.935,11.32
2020-04-13 05:00:20+02:00,6.554,11.92
2020-04-13 05:03:21+02:00,8.281,11.82
2020-04-13 05:06:22+02:00,5.726,12.42
2020-04-13 05:09:22+02:00,6.423,12.02
2020-04-13 05:12:22+02:00,5.425,11.42
2020-04-13 05:15:22+02:00,6.112,9.22
2020-04-13 05:18:22+02:00,7.579,10.62
2020-04-13 05:21:23+02:00,6.03,12.62
2020-04-13 05:24:23+02:00,5.734,13.22
2020-04-13 05:27:23+02:00,6.802,13.82
2020-04-13 05:30:23+02:00,5.545,13.42
2020-04-13 05:33:23+02:00,7.15,10.42
2020-04-13 05:36:24+02:00,6.368,9.42
2020-04-13 05:39:24+02:00,8.938,9.02
2020-04-13 05:42:24+02:00,5.966,8.42
2020-04-13 05:45:24+02:00,5.513,9.62
2020-04-13 05:48:24+02:00,5.05,6.62
2020-04-13 05:51:25+02:00,6.018,5.42
2020-04-13 05:54:25+02:00,5.082,6.82
2020-04-13 05:57:25+02:00,7.68,8.62
2020-04-13 06:00:25+02:00,7.308,9.82
2020-04-13 06:03:26+02:00,8.639,9.62
2020-04-13 06:06:26+02:00,6.591,8.62
2020-04-13 06:09:26+02:00,7.955,6.62
2020-04-13 06:12:26+02:00,5.334,7.82
2020-04-13 06:15:26+02:00,7.732,9.22
2020-04-13 06:18:27+02:00,5.322,8.82
2020-04-13 06:21:27+02:00,7.824,8.62
2020-04-13 06:24:27+02:00,5.508,9.42
2020-04-13 06:27:27+02:00,5.848,8.42
2020-04-13 06:30:27+02:00,6.105,8.42
2020-04-13 06:33:28+02:00,6.402,6.02
2020-04-13 06:36:29+02:00,5.763,6.32
2020-04-13 06:39:29+02:00,7.706,5.72
2020-04-13 06:42:29+02:00,7.427,5.92
2020-04-13 06:45:29+02:00,6.589,6.12
2020-04-13 06:48:30+02:00,5.248,5.52
2020-04-13 06:51:30+02:00,8.759,5.12
2020-04-13 06:54:30+02:00,7.498,6.92
2020-04-13 06:57:30+02:00,5.052,7.12
2020-04-13 07:00:30+02:00,8.077,6.92
2020-04-13 07:03:31+02:00,8.219,4.32
2020-04-13 07:06:31+02:00,8.211,3.92
2020-04-13 07:09:31+02:00,7.128,5.52
2020-04-13 07:12:31+02:00,6.078,5.32
2020-04-13 07:15:31+02:00,5.896,5.12
2020-04-13 07:18:32+02:00,8.114,6.72
2020-04-13 07:21:32+02:00,7.214,4.92
2020-04-13 07:24:32+02:00,8.389,4.12
2020-04-13 07:27:32+02:00,7.283,8.12
2020-04-13 07:30:33+02:00,8.883,4.52
2020-04-13 07:33:33+02:00,6.057,4.12
2020-04-13 07:36:33+02:00,7.012,5.12
2020-04-13 07:39:33+02:00,6.503,7.72
2020-04-13 07:42:33+02:00,5.756,8.52
2020-04-13 07:45:34+02:00,5.655,7.72
2020-04-13 07:48:34+02:00,7.71,7.12
2020-04-13 07:51:34+02:00,8.352,7.32
2020-04-13 07:54:34+02:00,7.658,9.32
2020-04-13 07:57:34+02:00,7.895,11.12
2020-04-13 08:00:35+02:00,8.375,10.12
2020-04-13 08:03:35+02:00,8.816,10.12
2020-04-13 08:06:35+02:00,8.094,12.12
2020-04-13 08:09:35+02:00,6.165,10.92
2020-04-13 08:12:35+02:00,8.758,13.92
2020-04-13 08:15:36+02:00,7.361,11.92
2020-04-13 08:18:36+02:00,7.161,11.72
2020-04-13 08:21:36+02:00,5.772,11.72
2020-04-13 08:24:36+02:00,8.584,9.72
2020-04-13 08:27:36+02:00,5.399,10.52
2020-04-13 08:30:37+02:00,8.03,6.92
2020-04-13 08:33:37+02:00,8.996,6.52
2020-04-13 08:36:37+02:00,5.178,6.32
2020-04-13 08:39:37+02:00,7.188,6.12
2020-04-13 08:42:38+02:00,8.024,6.72
2020-04-13 08:45:38+02:00,5.828,8.32
2020-04-13 08:48:38+02:00,7.167,8.12
2020-04-13 08:51:38+02:00,5.033,9.12
2020-04-13 08:54:38+02:00,8.738,8.72
2020-04-13 08:57:39+02:00,8.219,9.52
2020-04-13 09:00:39+02:00,7.659,9.52
2020-04-13 09:03:39+02:00,5.249,8.92
2020-04-13 09:06:40+02:00,7.14,10.02
2020-04-13 09:09:40+02:00,6.67,11.02
2020-04-13 09:12:41+02:00,5.553,9.62
2020-04-13 09:15:41+02:00,5.62,9.02
2020-04-13 09:18:41+02:00,8.48,10.22
2020-04-13 09:21:41+02:00,8.623,11.82
2020-04-13 09:24:41+02:00,7.465,11.82
2020-04-13 09:27:42+02:00,8.509,10.62
2020-04-13 09:30:42+02:00,7.434,8.22
2020-04-13 09:33:42+02:00,6.975,8.82
2020-04-13 09:36:42+02:00,6.642,10.02
2020-04-13 09:39:42+02:00,8.504,9.42
2020-04-13 09:42:43+02:00,6.674,9.62
2020-04-13 09:45:43+02:00,6.52,10.02
2020-04-13 09:48:43+02:00,5.425,11.22
2020-04-13 09:51:43+02:00,6.724,12.42
2020-04-13 09:54:44+02:00,5.689,11.62
2020-04-13 09:57:44+02:00,5.842,11.22
2020-04-13 10:00:44+02:00,7.354,11.02
2020-04-13 10:03:44+02:00,7.801,13.02
2020-04-13 10:06:44+02:00,5.431,12.22
2020-04-13 10:16:29+02:00,8.682,6.373
2020-04-13 10:37:22+02:00,7.077,
2020-04-13 10:40:23+02:00,7.404,
2020-04-13 10:43:23+02:00,6.934,
2020-04-13 10:46:23+02:00,6.634,
2020-04-13 10:49:23+02:00,7.246,
2020-04-13 10:52:24+02:00,5.081,
2020-04-13 10:55:24+02:00,8.405,
2020-04-13 10:58:24+02:00,6.083,
2020-04-13 11:01:24+02:00,7.679,
2020-04-13 12:23:49+02:00,7.987,
2020-04-13 12:26:50+02:00,7.615,
2020-04-13 12:51:39+02:00,7.871,
2020-04-13 16:36:15+02:00,7.648,14.607
2020-04-13 16:40:33+02:00,6.94,4.001
2020-04-13 16:43:33+02:00,7.541,5.201
2020-04-13 16:46:33+02:00,5.907,4.601
2020-04-13 16:49:33+02:00,5.524,5.601
2020-04-13 16:52:33+02:00,8.524,4.401
2020-04-13 16:55:34+02:00,8.648,5.001
2020-04-13 16:58:35+02:00,7.552,4.301
2020-04-13 17:01:35+02:00,8.483,4.301
2020-04-13 17:04:35+02:00,8.167,5.701
2020-04-13 17:07:35+02:00,8.796,5.901
2020-04-13 17:10:36+02:00,8.596,5.101
2020-04-13 17:13:36+02:00,6.867,5.101
2020-04-13 17:16:37+02:00,6.781,4.801
2020-04-13 17:19:37+02:00,8.126,5.401
2020-04-13 17:22:37+02:00,5.377,6.401
2020-04-13 17:25:38+02:00,6.605,9.001
2020-04-13 17:28:40+02:00,5.446,9.601
2020-04-13 17:31:40+02:00,8.874,7.201
2020-04-13 17:34:41+02:00,5.424,7.701
2020-04-13 17:37:41+02:00,7.685,10.101
2020-04-13 17:40:42+02:00,7.484,9.701
2020-04-13 17:43:43+02:00,5.098,8.201
2020-04-13 17:46:43+02:00,5.128,6.201
2020-04-13 17:49:43+02:00,5.698,7.601
2020-04-13 17:52:43+02:00,7.089,6.401
2020-04-13 17:55:44+02:00,5.004,7.401
2020-04-13 17:58:44+02:00,6.237,7.601
2020-04-13 18:01:44+02:00,5.049,5.601
2020-04-13 18:04:44+02:00,7.508,4.001
2020-04-13 18:07:44+02:00,5.585,4.601
2020-04-13 18:10:45+02:00,5.367,5.401
2020-04-13 18:13:45+02:00,6.298,7.401
2020-04-13 18:16:46+02:00,6.222,6.701
2020-04-13 18:19:46+02:00,6.256,6.701
2020-04-13 18:22:46+02:00,6.819,6.901
2020-04-13 18:25:47+02:00,6.45,5.901
2020-04-13 18:28:47+02:00,8.117,5.101
2020-04-13 18:31:48+02:00,5.663,4.001
2020-04-13 18:34:48+02:00,5.282,4.401
2020-04-13 18:37:48+02:00,7.202,5.601
2020-04-13 18:40:49+02:00,7.341,6.201
2020-04-13 18:43:49+02:00,8.068,4.401
2020-04-13 18:46:50+02:00,7.035,7.101
2020-04-13 18:49:50+02:00,7.129,8.301
2020-04-13 18:52:50+02:00,7.591,8.701
2020-04-13 18:55:50+02:00,7.75,6.501
2020-04-13 18:58:52+02:00,7.296,5.801
2020-04-13 19:01:52+02:00,6.658,8.401
2020-04-13 19:04:53+02:00,5.066,9.901
2020-04-13 19:07:53+02:00,8.663,11.301
2020-04-13 19:10:53+02:00,8.938,11.901
2020-04-13 19:13:54+02:00,8.517,13.901
2020-04-13 19:16:54+02:00,7.444,12.701
2020-04-13 19:19:54+02:00,6.33,13.501
2020-04-13 19:22:54+02:00,5.796,16.701
2020-04-13 19:25:55+02:00,6.7,17.001
2020-04-13 19:28:56+02:00,8.156,17.801
2020-04-13 19:31:56+02:00,8.368,15.401
2020-04-13 19:34:56+02:00,5.756,14.401
2020-04-13 19:37:56+02:00,5.699,15.801
2020-04-13 19:40:56+02:00,7.692,15.201
2020-04-13 19:43:57+02:00,8.628,14.601
2020-04-13 19:46:57+02:00,8.246,15.201
2020-04-13 19:49:57+02:00,7.365,16.201
2020-04-13 19:52:57+02:00,8.888,18.401
2020-04-13 19:55:57+02:00,6.771,18.801
2020-04-13 19:58:58+02:00,7.022,18.201
2020-04-13 20:01:58+02:00,6.716,17.201
2020-04-13 20:04:59+02:00,8.063,15.301
2020-04-13 20:07:59+02:00,5.83,14.501
2020-04-13 20:10:59+02:00,5.667,15.301
2020-04-13 20:14:00+02:00,6.6,16.901
2020-04-13 20:17:00+02:00,6.838,16.701
2020-04-13 20:20:01+02:00,5.922,14.801
2020-04-13 20:23:01+02:00,5.171,15.201
2020-04-13 20:26:01+02:00,6.658,14.001
2020-04-13 20:29:02+02:00,5.072,14.801
2020-04-13 20:32:02+02:00,8.18,14.201
2020-04-13 20:35:04+02:00,5.113,15.401
2020-04-13 20:38:04+02:00,7.482,15.401
2020-04-13 20:41:05+02:00,6.45,18.001
2020-04-13 20:44:05+02:00,6.164,18.201
2020-04-13 20:47:05+02:00,8.881,18.801
2020-04-13 20:50:05+02:00,8.637,17.801
2020-04-13 20:53:06+02:00,6.219,19.101
2020-04-13 20:56:06+02:00,6.925,17.501
2020-04-13 20:59:07+02:00,7.077,16.901
2020-04-13 21:02:07+02:00,8.28,17.901
2020-04-13 21:05:07+02:00,7.983,19.901
2020-04-13 21:08:07+02:00,5.864,18.901
2020-04-13 21:11:08+02:00,5.599,19.501
2020-04-13 21:14:09+02:00,6.818,19.201
2020-04-13 21:17:09+02:00,8.792,17.401
2020-04-13 21:20:10+02:00,6.188,19.501
2020-04-13 21:23:10+02:00,7.429,16.701
2020-04-13 21:26:10+02:00,5.183,16.901
2020-04-13 21:29:11+02:00,6.134,17.101
2020-04-13 21:32:12+02:00,7.48,17.401
2020-04-13 21:35:12+02:00,8.704,18.401
2020-04-13 21:38:12+02:00,8.156,18.001
2020-04-13 21:41:12+02:00,5.119,18.001
2020-04-13 21:44:13+02:00,8.697,19.001
2020-04-13 21:47:13+02:00,7.608,20.001
2020-04-13 21:50:13+02:00,6.744,19.001
2020-04-13 21:53:13+02:00,6.733,19.401
2020-04-13 21:56:13+02:00,6.513,19.001
2020-04-13 21:59:14+02:00,6.035,19.601
2020-04-13 22:02:15+02:00,5.177,18.501
2020-04-13 22:05:15+02:00,5.053,19.301
2020-04-13 22:08:15+02:00,7.298,17.901
2020-04-13 22:11:15+02:00,5.456,18.501
2020-04-13 22:14:16+02:00,,19.701
2020-04-13 22:17:17+02:00,,18.401
2020-04-13 22:20:17+02:00,,18.201
2020-04-13 22:23:17+02:00,,18.201
2020-04-13 22:26:17+02:00,,17.601
2020-04-13 22:29:18+02:00,,16.401
2020-04-13 22:32:19+02:00,,15.501
2020-04-13 22:35:19+02:00,,17.501
2020-04-13 22:38:19+02:00,,17.501
2020-04-13 22:41:19+02:00,,18.101
2020-04-13 22:44:20+02:00,,18.501
2020-04-13 22:47:20+02:00,,18.701
2020-04-13 22:50:22+02:00,,19.901
