Date and Time,input_4,input_3,input_2,input_1
2020-04-08 14:15:43+02:00,18.556,12.484,9.099,16.312
2020-04-08 14:16:13+02:00,17.93,12.477,8.611,16.512
2020-04-08 14:16:43+02:00,19.016,14.695,10.709,16.512
2020-04-08 14:17:13+02:00,16.072,14.625,11.982,16.312
2020-04-08 14:17:43+02:00,17.226,14.68,9.302,15.912
2020-04-08 14:18:13+02:00,18.141,14.701,9.486,16.312
2020-04-08 14:18:43+02:00,17.219,12.73,9.84,16.512
2020-04-08 14:19:13+02:00,19.151,15.638,9.029,16.512
2020-04-08 14:19:43+02:00,17.886,15.934,8.522,15.912
2020-04-08 14:20:13+02:00,17.067,13.104,11.19,15.512
2020-04-08 14:20:44+02:00,19.189,14.18,10.116,15.712
2020-04-08 14:21:14+02:00,16.794,14.999,8.742,15.712
2020-04-08 14:21:44+02:00,16.559,15.324,11.476,15.312
2020-04-08 14:22:14+02:00,18.116,15.195,10.801,14.912
2020-04-08 14:22:44+02:00,18.832,12.517,8.418,14.912
2020-04-08 14:23:14+02:00,18.421,15.629,10.874,14.312
2020-04-08 14:23:44+02:00,19.429,14.767,10.063,14.512
2020-04-08 14:24:14+02:00,16.437,13.056,11.288,14.712
2020-04-08 14:24:44+02:00,18.844,15.757,10.508,14.312
2020-04-08 14:25:14+02:00,17.807,13.336,11.087,13.912
2020-04-08 14:25:44+02:00,16.301,13.363,11.276,14.312
2020-04-08 14:26:15+02:00,16.966,15.476,10.417,14.412
2020-04-08 14:26:45+02:00,19.935,13.598,8.949,14.612
2020-04-08 14:27:15+02:00,16.675,15.524,8.423,14.812
2020-04-08 14:27:45+02:00,19.511,12.895,9.182,13.412
2020-04-08 14:28:15+02:00,17.005,12.854,11.502,13.212
2020-04-08 14:28:45+02:00,19.528,12.733,8.236,12.412
2020-04-08 14:29:15+02:00,19.455,13.872,9.333,12.612
2020-04-08 14:29:45+02:00,18.84,12.533,8.092,13.212
2020-04-08 14:30:15+02:00,18.47,15.5,8.233,12.812
2020-04-08 14:30:45+02:00,16.138,13.464,10.817,12.812
2020-04-08 14:31:15+02:00,17.537,13.967,9.049,11.612
2020-04-08 14:31:45+02:00,18.543,12.101,11.808,11.212
2020-04-08 14:32:15+02:00,16.852,14.127,9.881,11.012
2020-04-08 14:32:45+02:00,17.029,15.313,9.507,11.212
2020-04-08 14:33:15+02:00,17.053,15.326,9.327,12.012
2020-04-08 14:33:45+02:00,16.827,15.593,8.349,11.812
2020-04-08 14:34:15+02:00,17.244,13.646,10.429,12.412
2020-04-08 14:34:45+02:00,18.737,13.247,9.742,13.212
2020-04-08 14:35:16+02:00,16.906,15.515,10.639,13.612
2020-04-08 14:35:46+02:00,19.703,13.147,8.75,13.212
2020-04-08 14:36:16+02:00,19.171,12.006,9.472,12.412
2020-04-08 14:36:46+02:00,19.229,14.571,9.057,12.612
2020-04-08 14:37:16+02:00,18.182,14.835,9.61,12.412
2020-04-08 14:37:46+02:00,17.802,15.001,8.371,12.412
2020-04-08 14:38:16+02:00,18.551,13.354,9.575,12.012
2020-04-08 14:38:46+02:00,16.294,14.659,9.035,12.212
2020-04-08 14:39:16+02:00,19.546,12.47,10.998,12.012
2020-04-08 14:39:46+02:00,16.743,14.185,8.771,11.412
2020-04-08 14:40:16+02:00,16.621,15.662,10.012,11.612
2020-04-08 14:40:46+02:00,17.971,13.53,8.37,12.212
2020-04-08 14:41:16+02:00,19.344,14.383,8.631,12.812
2020-04-08 14:41:46+02:00,18.234,14.255,11.531,12.212
2020-04-08 14:42:16+02:00,19.649,12.017,11.217,12.612
2020-04-08 14:42:46+02:00,17.803,12.225,9.565,13.212
2020-04-08 14:43:16+02:00,17.017,13.989,10.984,13.612
2020-04-08 14:43:46+02:00,16.442,13.821,8.706,13.012
2020-04-08 14:44:16+02:00,17.178,12.351,9.668,13.212
2020-04-08 14:44:46+02:00,18.624,13.09,11.448,13.212
2020-04-08 14:45:16+02:00,18.734,12.211,10.165,12.812
2020-04-08 14:45:46+02:00,16.834,12.53,11.446,13.012
2020-04-08 14:46:16+02:00,19.963,15.76,11.828,13.012
2020-04-08 14:46:46+02:00,17.582,14.992,9.241,12.412
2020-04-08 14:47:16+02:00,17.082,14.585,9.441,12.012
2020-04-08 14:47:46+02:00,19.99,15.499,8.662,12.612
2020-04-08 14:48:16+02:00,19.901,14.237,8.629,13.212
2020-04-08 14:48:46+02:00,16.627,13.092,9.697,13.012
2020-04-08 14:49:16+02:00,19.639,14.622,8.967,12.612
2020-04-08 14:49:47+02:00,18.211,13.52,9.407,12.612
2020-04-08 14:50:17+02:00,16.505,15.945,9.192,12.612
2020-04-08 14:50:47+02:00,19.245,14.88,11.703,12.412
2020-04-08 14:51:17+02:00,17.054,14.41,11.721,12.412
2020-04-08 14:51:47+02:00,19.937,13.889,8.479,12.412
2020-04-08 14:52:17+02:00,16.402,15.51,10.442,12.212
2020-04-08 14:52:47+02:00,16.94,14.418,9.672,12.612
2020-04-08 14:53:17+02:00,18.479,15.292,9.93,13.412
2020-04-08 14:53:47+02:00,17.81,14.345,9.699,13.012
2020-04-08 14:54:17+02:00,17.621,13.206,9.125,12.812
2020-04-08 14:54:47+02:00,17.0,12.596,10.733,13.812
2020-04-08 14:55:17+02:00,19.404,13.202,10.129,13.612
2020-04-08 14:55:47+02:00,17.871,14.376,10.75,14.212
2020-04-08 14:56:17+02:00,19.688,12.663,10.98,15.012
2020-04-08 14:56:47+02:00,17.331,14.632,9.602,15.412
2020-04-08 14:57:17+02:00,17.75,15.56,10.009,14.812
2020-04-08 14:57:47+02:00,18.48,15.485,9.048,14.612
2020-04-08 14:58:17+02:00,17.657,13.534,11.87,15.012
2020-04-08 14:58:47+02:00,18.493,14.074,11.522,14.612
2020-04-08 14:59:17+02:00,19.435,15.302,10.469,14.212
2020-04-08 14:59:47+02:00,18.232,14.431,9.305,14.212
2020-04-08 15:00:17+02:00,17.585,13.173,8.04,14.012
2020-04-08 15:00:47+02:00,16.815,14.966,8.999,13.212
2020-04-08 15:01:17+02:00,19.96,14.35,11.015,13.812
2020-04-08 15:01:47+02:00,19.922,12.185,8.437,15.012
2020-04-08 15:02:17+02:00,17.398,14.47,10.014,15.212
2020-04-08 15:02:47+02:00,19.433,12.315,10.756,15.212
2020-04-08 15:03:17+02:00,16.231,13.342,9.484,15.012
2020-04-08 15:03:47+02:00,16.37,14.858,11.19,14.012
2020-04-08 15:04:18+02:00,19.387,15.979,9.426,14.612
2020-04-08 15:04:48+02:00,16.859,13.41,11.202,15.012
2020-04-08 15:05:18+02:00,17.228,12.177,11.385,15.012
2020-04-08 15:05:48+02:00,19.818,15.586,8.851,14.412
2020-04-08 15:06:18+02:00,17.185,13.913,8.242,14.612
2020-04-08 15:06:48+02:00,16.86,12.102,8.364,15.012
2020-04-08 15:07:18+02:00,17.353,14.778,10.163,15.012
2020-04-08 15:07:48+02:00,16.367,15.734,8.896,14.812
2020-04-08 15:08:18+02:00,16.678,13.988,10.565,15.612
2020-04-08 15:08:48+02:00,16.57,13.452,11.972,15.012
2020-04-08 15:09:18+02:00,19.92,12.705,11.989,14.012
2020-04-08 15:09:48+02:00,19.762,13.734,10.671,14.212
2020-04-08 15:10:18+02:00,17.413,15.175,10.792,13.212
2020-04-08 15:10:48+02:00,16.917,14.099,9.875,13.612
2020-04-08 15:11:18+02:00,17.397,13.398,10.696,13.412
2020-04-08 15:11:48+02:00,17.491,15.403,11.047,13.212
2020-04-08 15:12:18+02:00,17.997,14.51,8.967,13.212
2020-04-08 15:12:48+02:00,17.231,14.135,11.223,13.012
2020-04-08 15:13:18+02:00,19.994,12.294,10.497,12.612
2020-04-08 15:13:48+02:00,17.839,14.47,11.03,12.812
2020-04-08 15:14:18+02:00,16.421,13.053,8.539,13.412
2020-04-08 15:14:48+02:00,18.304,12.82,8.802,13.212
2020-04-08 15:15:18+02:00,17.719,12.037,8.157,13.812
2020-04-08 15:15:48+02:00,17.103,14.688,8.53,14.212
2020-04-08 15:16:18+02:00,19.757,14.455,11.212,14.212
2020-04-08 15:16:48+02:00,19.605,13.904,8.713,13.212
2020-04-08 15:17:18+02:00,18.805,15.662,10.668,13.812
2020-04-08 15:17:48+02:00,16.813,12.143,11.232,14.212
2020-04-08 15:18:18+02:00,16.897,15.637,10.252,14.012
2020-04-08 15:18:49+02:00,17.273,15.623,8.446,14.012
2020-04-08 15:19:19+02:00,16.337,14.285,8.195,14.212
2020-04-08 15:19:49+02:00,17.507,13.915,9.366,14.612
2020-04-08 15:20:19+02:00,16.805,15.156,10.361,15.012
2020-04-08 15:20:49+02:00,19.399,13.931,9.694,15.612
2020-04-08 15:21:19+02:00,18.629,15.267,8.791,15.612
2020-04-08 15:21:49+02:00,18.832,14.431,9.981,15.612
2020-04-08 15:22:19+02:00,18.417,13.531,11.065,15.412
2020-04-08 15:22:49+02:00,18.746,13.899,11.068,15.012
2020-04-08 15:23:19+02:00,18.356,12.651,8.895,15.612
2020-04-08 15:23:49+02:00,16.339,13.806,10.27,15.212
2020-04-08 15:24:19+02:00,16.989,12.747,10.103,14.412
2020-04-08 15:24:49+02:00,16.685,14.256,9.167,15.212
2020-04-08 15:25:19+02:00,18.521,13.382,9.788,15.612
2020-04-08 15:25:49+02:00,17.6,13.514,9.416,14.812
2020-04-08 15:26:19+02:00,18.55,12.208,8.935,14.412
2020-04-08 15:26:49+02:00,16.52,14.526,8.04,14.812
2020-04-08 15:27:19+02:00,17.362,12.456,9.259,14.612
2020-04-08 15:27:49+02:00,16.928,12.309,11.431,13.212
2020-04-08 15:28:19+02:00,17.044,13.559,11.074,13.612
2020-04-08 15:28:49+02:00,18.082,13.288,10.046,13.812
2020-04-08 15:29:19+02:00,16.17,13.787,8.696,14.212
2020-04-08 15:29:49+02:00,17.823,14.073,8.1,14.212
2020-04-08 15:30:19+02:00,19.152,15.453,8.407,13.612
2020-04-08 15:30:49+02:00,18.032,13.357,10.684,13.612
2020-04-08 15:31:19+02:00,18.268,15.406,10.334,14.012
2020-04-08 15:31:49+02:00,17.802,13.357,9.298,13.812
2020-04-08 15:32:19+02:00,19.642,15.562,9.589,13.812
2020-04-08 15:32:49+02:00,16.479,13.573,10.741,13.612
2020-04-08 15:33:20+02:00,16.532,14.134,10.864,14.612
2020-04-08 15:33:50+02:00,17.756,15.266,8.792,14.612
2020-04-08 15:34:20+02:00,19.115,12.032,9.35,14.012
2020-04-08 15:34:50+02:00,17.847,14.775,10.524,13.412
2020-04-08 15:35:20+02:00,16.968,15.498,8.235,13.612
2020-04-08 15:35:50+02:00,16.816,12.711,8.789,14.412
2020-04-08 15:36:20+02:00,18.861,13.764,11.832,14.812
2020-04-08 15:36:50+02:00,19.288,14.541,10.935,14.612
2020-04-08 15:37:20+02:00,18.854,12.852,9.813,14.412
2020-04-08 15:37:50+02:00,18.358,13.624,10.435,14.812
2020-04-08 15:38:20+02:00,17.272,12.872,9.298,15.212
2020-04-08 15:38:50+02:00,17.53,15.569,10.536,15.012
2020-04-08 15:39:20+02:00,17.504,13.181,10.723,15.612
2020-04-08 15:39:50+02:00,19.438,13.494,10.393,15.612
2020-04-08 15:40:20+02:00,17.597,12.468,8.409,15.412
2020-04-08 15:40:50+02:00,18.121,14.653,11.081,15.812
2020-04-08 15:41:20+02:00,18.047,12.39,10.274,15.612
2020-04-08 15:41:50+02:00,16.082,12.68,8.557,15.212
2020-04-08 15:42:20+02:00,16.708,13.093,10.983,15.812
2020-04-08 15:42:50+02:00,16.755,15.399,11.965,15.812
2020-04-08 15:43:20+02:00,18.025,14.585,11.455,16.212
2020-04-08 15:43:50+02:00,16.543,15.484,10.763,16.012
2020-04-08 15:44:20+02:00,19.748,12.753,9.933,16.012
2020-04-08 15:44:50+02:00,16.202,15.854,11.36,15.812
2020-04-08 15:45:20+02:00,17.183,12.756,8.179,16.012
2020-04-08 15:45:50+02:00,17.385,13.128,9.294,15.812
2020-04-08 15:46:20+02:00,17.611,15.718,8.334,16.212
2020-04-08 15:46:50+02:00,19.669,15.934,8.143,16.012
2020-04-08 15:47:20+02:00,17.262,12.55,9.306,16.212
2020-04-08 15:47:51+02:00,17.088,13.405,11.516,16.212
2020-04-08 15:48:21+02:00,18.28,14.991,9.453,16.812
2020-04-08 15:48:51+02:00,18.449,15.059,9.5,17.412
2020-04-08 15:49:21+02:00,17.804,14.254,10.152,17.612
2020-04-08 15:49:51+02:00,16.6,14.01,9.844,17.212
2020-04-08 15:50:21+02:00,19.843,12.535,8.779,16.612
2020-04-08 15:50:51+02:00,16.71,12.91,11.981,17.612
2020-04-08 15:51:21+02:00,19.639,12.239,9.806,17.612
2020-04-08 15:51:51+02:00,17.516,15.899,8.464,17.212
2020-04-08 15:52:21+02:00,18.813,14.675,8.99,16.412
2020-04-08 15:52:51+02:00,18.462,13.089,10.64,16.412
2020-04-08 15:53:21+02:00,16.454,12.105,8.041,15.612
2020-04-08 15:53:51+02:00,19.127,12.115,10.162,16.412
2020-04-08 15:54:21+02:00,19.204,12.51,10.526,17.012
2020-04-08 15:54:51+02:00,18.485,15.585,9.49,16.212
2020-04-08 15:55:21+02:00,18.605,13.416,11.19,16.012
2020-04-08 15:55:51+02:00,16.635,13.147,9.374,14.812
2020-04-08 15:56:21+02:00,18.103,13.892,10.159,14.612
2020-04-08 15:56:51+02:00,16.112,15.877,9.415,14.212
2020-04-08 15:57:21+02:00,19.835,13.786,9.017,13.612
2020-04-08 15:57:51+02:00,17.898,13.568,8.698,13.212
2020-04-08 15:58:21+02:00,19.83,14.327,8.78,13.612
2020-04-08 15:58:51+02:00,16.294,15.937,9.531,13.812
2020-04-08 15:59:21+02:00,17.27,14.282,11.29,12.812
2020-04-08 15:59:51+02:00,16.406,12.816,10.543,12.412
2020-04-08 16:00:21+02:00,19.107,13.907,8.962,11.412
2020-04-08 16:00:51+02:00,19.4,15.671,10.707,11.212
2020-04-08 16:01:21+02:00,18.213,13.61,11.854,11.012
2020-04-08 16:01:51+02:00,16.245,14.81,9.806,11.412
2020-04-08 16:02:22+02:00,19.554,15.919,8.117,11.212
2020-04-08 16:02:52+02:00,19.85,12.261,8.064,12.012
2020-04-08 16:03:22+02:00,19.067,14.124,8.852,12.012
2020-04-08 16:03:52+02:00,17.748,12.449,9.68,13.212
2020-04-08 16:04:22+02:00,17.153,15.69,8.456,12.812
2020-04-08 16:04:52+02:00,18.494,13.011,10.099,12.212
2020-04-08 16:05:22+02:00,17.551,12.03,9.657,12.812
2020-04-08 16:05:52+02:00,19.352,14.838,9.177,13.412
2020-04-08 16:06:22+02:00,19.799,13.506,11.935,13.612
2020-04-08 16:06:52+02:00,19.779,13.592,10.557,13.612
2020-04-08 16:07:22+02:00,16.291,15.531,9.602,14.612
2020-04-08 16:07:52+02:00,18.691,13.969,9.05,14.212
2020-04-08 16:08:22+02:00,16.476,15.353,8.925,14.412
2020-04-08 16:08:52+02:00,19.838,12.299,8.458,14.612
2020-04-08 16:09:22+02:00,16.453,12.749,9.303,15.812
2020-04-08 16:09:52+02:00,18.987,12.001,11.742,15.412
2020-04-08 16:10:22+02:00,18.788,14.27,11.356,14.412
2020-04-08 16:10:52+02:00,16.308,14.265,10.818,13.812
2020-04-08 16:11:22+02:00,17.254,15.232,11.261,13.812
2020-04-08 16:11:52+02:00,19.307,14.744,9.139,13.812
2020-04-08 16:12:22+02:00,18.132,15.393,8.208,13.812
2020-04-08 16:12:52+02:00,18.59,13.189,8.457,14.412
2020-04-08 16:13:22+02:00,19.94,14.849,9.888,16.012
2020-04-08 16:13:52+02:00,17.164,14.899,9.584,15.612
2020-04-08 16:14:22+02:00,18.29,15.502,9.41,14.612
2020-04-08 16:14:52+02:00,19.423,13.393,9.96,14.212
2020-04-08 16:15:22+02:00,19.319,14.44,9.802,15.012
2020-04-08 16:15:52+02:00,18.951,15.759,9.271,15.412
2020-04-08 16:16:22+02:00,17.551,15.72,8.105,15.212
2020-04-08 16:16:53+02:00,17.175,13.497,10.238,14.812
2020-04-08 16:17:23+02:00,17.638,14.296,11.259,14.612
2020-04-08 16:17:53+02:00,16.638,15.452,8.371,15.012
2020-04-08 16:18:23+02:00,18.481,13.877,8.6,14.412
2020-04-08 16:18:53+02:00,19.595,12.486,11.809,15.212
2020-04-08 16:19:23+02:00,19.406,14.72,10.783,16.212
2020-04-08 16:19:53+02:00,18.797,12.226,8.752,15.612
2020-04-08 16:20:23+02:00,17.818,15.604,9.379,15.612
2020-04-08 16:20:53+02:00,19.299,13.101,8.438,15.812
2020-04-08 16:21:23+02:00,17.514,14.71,10.501,15.612
2020-04-08 16:21:53+02:00,19.742,13.269,9.466,15.412
2020-04-08 16:22:23+02:00,18.511,15.089,11.335,15.212
2020-04-08 16:22:53+02:00,18.936,15.503,9.187,14.612
2020-04-08 16:23:23+02:00,18.742,12.365,11.751,14.212
2020-04-08 16:23:53+02:00,16.057,13.607,8.728,14.412
2020-04-08 16:24:23+02:00,19.924,15.182,8.709,14.012
2020-04-08 16:24:53+02:00,16.914,15.756,9.127,14.012
2020-04-08 16:25:23+02:00,18.079,14.528,11.684,14.212
2020-04-08 16:25:53+02:00,18.417,14.281,9.194,14.212
2020-04-08 16:26:23+02:00,19.765,14.062,11.14,15.012
2020-04-08 16:26:53+02:00,16.815,14.285,10.913,14.812
2020-04-08 16:27:23+02:00,18.576,14.167,11.023,15.012
2020-04-08 16:27:53+02:00,19.124,12.265,11.322,15.612
2020-04-08 16:28:23+02:00,18.616,14.914,10.915,16.012
2020-04-08 16:28:53+02:00,18.369,12.359,8.267,16.012
2020-04-08 16:29:23+02:00,18.626,15.397,9.783,15.612
2020-04-08 16:29:53+02:00,18.249,12.711,10.473,16.212
2020-04-08 16:30:23+02:00,17.368,14.618,11.424,16.012
2020-04-08 16:30:53+02:00,17.417,13.808,11.153,16.212
2020-04-08 16:31:24+02:00,18.622,13.929,9.899,17.212
2020-04-08 16:31:54+02:00,18.145,15.751,9.036,16.412
2020-04-08 16:32:24+02:00,19.809,13.087,9.763,15.412
2020-04-08 16:32:54+02:00,16.391,13.611,9.443,15.012
2020-04-08 16:33:24+02:00,17.292,12.235,10.976,14.812
2020-04-08 16:33:54+02:00,17.552,15.852,8.071,14.812
2020-04-08 16:34:24+02:00,19.963,14.717,8.369,14.012
2020-04-08 16:34:54+02:00,18.802,14.658,11.943,13.412
2020-04-08 16:35:24+02:00,17.622,14.244,10.06,13.812
2020-04-08 16:35:54+02:00,19.022,12.99,8.508,12.812
2020-04-08 16:36:24+02:00,16.266,13.895,8.669,13.412
2020-04-08 16:36:54+02:00,17.99,14.086,11.013,13.212
2020-04-08 16:37:24+02:00,16.994,12.812,11.078,13.212
2020-04-08 16:37:54+02:00,18.387,15.622,9.42,13.212
2020-04-08 16:38:24+02:00,16.197,15.679,10.193,13.012
2020-04-08 16:38:54+02:00,17.136,12.678,8.497,12.612
2020-04-08 16:39:24+02:00,18.719,14.967,9.888,12.612
2020-04-08 16:39:54+02:00,16.556,12.358,11.812,12.412
2020-04-08 16:40:24+02:00,18.279,15.997,11.716,11.412
2020-04-08 16:40:54+02:00,19.485,12.463,8.733,12.612
2020-04-08 16:41:24+02:00,18.953,13.782,9.641,12.612
2020-04-08 16:41:54+02:00,16.445,12.897,8.303,13.012
2020-04-08 16:42:24+02:00,16.072,14.347,10.246,12.212
2020-04-08 16:42:54+02:00,16.174,12.348,9.535,12.212
2020-04-08 16:43:24+02:00,16.686,12.196,10.501,12.812
2020-04-08 16:43:54+02:00,17.337,15.062,11.52,12.012
2020-04-08 16:44:24+02:00,17.755,13.354,11.173,12.612
2020-04-08 16:44:54+02:00,17.9,15.846,8.085,13.012
2020-04-08 16:45:24+02:00,16.222,12.23,11.281,14.212
2020-04-08 16:45:57+02:00,17.114,13.73,8.901,14.012
2020-04-08 16:46:27+02:00,19.289,13.552,11.685,12.812
2020-04-08 16:46:57+02:00,19.463,14.161,11.663,12.012
2020-04-08 16:47:27+02:00,19.405,13.141,9.506,11.812
2020-04-08 16:47:57+02:00,18.009,15.893,11.402,11.612
2020-04-08 16:48:27+02:00,18.129,14.505,10.254,11.212
2020-04-08 16:48:57+02:00,18.344,13.336,8.261,10.812
2020-04-08 16:49:27+02:00,17.996,14.452,8.933,10.212
2020-04-08 16:49:57+02:00,16.723,14.317,8.99,10.412
2020-04-08 16:50:27+02:00,19.202,13.809,9.224,10.412
2020-04-08 16:50:57+02:00,16.966,12.468,9.551,10.412
2020-04-08 16:51:27+02:00,17.635,13.985,10.017,10.212
2020-04-08 16:51:57+02:00,19.99,13.382,11.662,9.612
2020-04-08 16:52:27+02:00,18.086,13.621,8.459,10.412
2020-04-08 16:52:57+02:00,16.372,12.096,8.265,10.412
2020-04-08 16:53:27+02:00,18.497,13.562,11.084,10.612
2020-04-08 16:53:57+02:00,19.536,13.561,10.531,11.612
2020-04-08 16:54:27+02:00,18.659,14.023,9.399,12.212
2020-04-08 16:54:57+02:00,17.963,13.225,11.551,13.012
2020-04-08 16:55:27+02:00,19.781,13.513,9.356,14.612
2020-04-08 16:55:57+02:00,19.366,15.225,8.033,14.212
2020-04-08 16:56:27+02:00,17.758,15.496,9.095,13.812
2020-04-08 16:56:57+02:00,19.177,12.163,9.14,13.412
2020-04-08 16:57:27+02:00,16.42,12.015,9.832,13.012
2020-04-08 16:57:57+02:00,19.011,13.249,11.621,12.412
2020-04-08 16:58:27+02:00,19.004,12.553,8.897,12.212
2020-04-08 16:58:57+02:00,16.378,13.979,11.32,12.212
2020-04-08 16:59:27+02:00,16.731,13.305,10.947,12.812
2020-04-08 16:59:57+02:00,18.369,13.718,11.15,13.212
2020-04-08 17:00:29+02:00,17.724,14.975,9.125,14.312
2020-04-08 17:00:59+02:00,18.25,14.112,9.826,14.312
2020-04-08 17:01:29+02:00,16.641,14.27,8.456,13.712
2020-04-08 17:01:59+02:00,19.979,12.374,9.945,14.312
2020-04-08 17:02:29+02:00,17.56,13.808,11.557,14.512
2020-04-08 17:02:59+02:00,18.155,12.689,9.77,14.312
2020-04-08 17:03:29+02:00,16.539,12.288,11.379,14.312
2020-04-08 17:03:59+02:00,19.457,12.01,9.239,14.712
2020-04-08 17:04:29+02:00,19.268,14.155,10.418,14.312
2020-04-08 17:04:59+02:00,17.624,14.634,9.656,14.512
2020-04-08 17:05:29+02:00,16.504,13.737,11.167,14.912
2020-04-08 17:05:59+02:00,18.837,15.238,11.459,14.912
2020-04-08 17:06:29+02:00,18.291,14.107,11.767,14.512
2020-04-08 17:06:59+02:00,16.479,14.316,10.077,14.112
2020-04-08 17:07:29+02:00,16.104,14.418,9.302,14.112
2020-04-08 17:07:59+02:00,17.094,14.348,9.384,14.912
2020-04-08 17:08:29+02:00,18.127,12.39,11.585,14.712
2020-04-08 17:08:59+02:00,17.29,14.015,8.736,15.512
2020-04-08 17:09:29+02:00,17.212,14.651,11.413,14.712
2020-04-08 17:09:59+02:00,19.253,14.599,9.134,13.512
2020-04-08 17:10:29+02:00,17.488,13.303,9.458,13.312
2020-04-08 17:10:59+02:00,17.783,15.573,8.197,14.112
2020-04-08 17:11:29+02:00,16.515,13.598,10.541,13.912
2020-04-08 17:11:59+02:00,16.726,12.661,11.754,14.112
2020-04-08 17:12:29+02:00,18.521,12.375,10.973,14.112
2020-04-08 17:12:59+02:00,17.161,15.449,11.504,14.512
2020-04-08 17:13:29+02:00,18.181,13.647,8.212,14.112
2020-04-08 17:13:59+02:00,17.886,12.176,10.669,13.712
2020-04-08 17:14:30+02:00,19.984,14.839,9.917,13.712
2020-04-08 17:15:00+02:00,17.808,12.03,9.029,13.912
2020-04-08 17:15:30+02:00,16.711,12.459,9.81,14.312
2020-04-08 17:16:00+02:00,18.148,12.767,9.623,14.312
2020-04-08 17:16:30+02:00,18.216,14.296,10.029,15.312
2020-04-08 17:17:00+02:00,19.59,13.769,11.763,14.312
2020-04-08 17:17:30+02:00,18.398,15.946,11.933,14.512
2020-04-08 17:18:00+02:00,19.422,13.354,8.863,15.312
2020-04-08 17:18:30+02:00,16.452,14.226,8.524,15.712
2020-04-08 17:19:00+02:00,18.22,12.556,10.767,15.512
2020-04-08 17:19:30+02:00,16.388,12.425,10.508,14.712
2020-04-08 17:20:00+02:00,19.5,15.305,9.085,14.512
2020-04-08 17:20:30+02:00,19.952,15.197,8.806,15.312
2020-04-08 17:21:00+02:00,17.763,12.059,9.722,14.912
2020-04-08 17:21:30+02:00,19.722,14.907,10.584,15.312
2020-04-08 17:22:00+02:00,18.927,13.724,10.9,15.312
2020-04-08 17:22:30+02:00,16.004,15.043,8.541,14.912
2020-04-08 17:23:00+02:00,16.327,12.912,8.997,14.712
2020-04-08 17:23:30+02:00,17.326,15.153,9.485,15.912
2020-04-08 17:24:00+02:00,18.816,15.815,11.355,14.512
2020-04-08 17:24:30+02:00,18.938,12.456,10.951,14.112
2020-04-08 17:25:00+02:00,18.279,12.275,10.738,14.912
2020-04-08 17:25:30+02:00,17.636,14.396,11.61,14.112
2020-04-08 17:26:00+02:00,16.747,15.766,11.193,14.512
2020-04-08 17:26:30+02:00,16.152,12.958,8.325,15.312
2020-04-08 17:27:00+02:00,17.073,12.206,10.859,14.312
2020-04-08 17:27:30+02:00,16.589,12.714,10.599,14.112
2020-04-08 17:28:00+02:00,19.202,13.08,9.701,13.512
2020-04-08 17:28:31+02:00,16.863,14.867,8.681,13.612
2020-04-08 17:29:02+02:00,19.608,15.273,9.85,13.212
2020-04-08 17:29:32+02:00,17.861,14.154,10.026,14.012
2020-04-08 17:30:02+02:00,16.911,13.152,11.769,14.212
2020-04-08 17:30:32+02:00,16.645,15.898,8.372,13.612
2020-04-08 17:31:02+02:00,16.184,12.801,9.872,12.812
